CPP,Indicator,Type,Year,value,FG,LineType,Improvement_Rate,High is Positive?
Aberdeenshire,Employment Rate,Raw data,2011/12,79.86666666666667,1,Aberdeenshire Raw data,1.355357899195253,Yes
Angus,Employment Rate,Raw data,2011/12,73,2,Angus Raw data,-1.229688186209954,Yes
Argyll and Bute,Employment Rate,Raw data,2011/12,72.33333333333333,2,Argyll and Bute Raw data,0.26075619295957697,Yes
Clackmannanshire,Employment Rate,Raw data,2011/12,70.89999999999999,3,Clackmannanshire Raw data,-2.631578947368407,Yes
Dumfries and Galloway,Employment Rate,Raw data,2011/12,71,3,Dumfries and Galloway Raw data,-2.36738272687419,Yes
Dundee City,Employment Rate,Raw data,2011/12,67.93333333333334,4,Dundee City Raw data,-6.319343945972033,Yes
East Ayrshire,Employment Rate,Raw data,2011/12,68.60000000000001,4,East Ayrshire Raw data,-1.2100677637947643,Yes
East Dunbartonshire,Employment Rate,Raw data,2011/12,73.39999999999999,1,East Dunbartonshire Raw data,-5.421431596781046,Yes
East Lothian,Employment Rate,Raw data,2011/12,73.16666666666667,2,East Lothian Raw data,-2.050610820244325,Yes
East Renfrewshire,Employment Rate,Raw data,2011/12,72.39999999999999,1,East Renfrewshire Raw data,-2.3346303501945664,Yes
"Edinburgh, City of",Employment Rate,Raw data,2011/12,70.59999999999998,1,"Edinburgh, City of Raw data",-2.8888888888888964,Yes
Eilean Siar,Employment Rate,Raw data,2011/12,69.06666666666666,4,Eilean Siar Raw data,-1.8415417558886538,Yes
Falkirk,Employment Rate,Raw data,2011/12,72.2,3,Falkirk Raw data,-0.17785682525567337,Yes
Fife,Employment Rate,Raw data,2011/12,70.83333333333333,3,Fife Raw data,-0.9476534296028682,Yes
Glasgow City,Employment Rate,Raw data,2011/12,62,4,Glasgow City Raw data,4.9735449735449855,Yes
Highland,Employment Rate,Raw data,2011/12,79.53333333333335,2,Highland Raw data,-0.5862646566163976,Yes
Inverclyde,Employment Rate,Raw data,2011/12,68.3,4,Inverclyde Raw data,1.60349854227404,Yes
Midlothian,Employment Rate,Raw data,2011/12,74.26666666666667,2,Midlothian Raw data,-3.7856231390897666,Yes
Moray,Employment Rate,Raw data,2011/12,78.2,2,Moray Raw data,-1.8021978021978136,Yes
North Ayrshire,Employment Rate,Raw data,2011/12,62.833333333333336,4,North Ayrshire Raw data,-3.5661944308744586,Yes
North Lanarkshire,Employment Rate,Raw data,2011/12,69.56666666666666,4,North Lanarkshire Raw data,3.132415757000473,Yes
Orkney Islands,Employment Rate,Raw data,2011/12,81.06666666666666,1,Orkney Islands Raw data,6.123276561232771,Yes
Perth and Kinross,Employment Rate,Raw data,2011/12,74.63333333333333,1,Perth and Kinross Raw data,2.061403508771953,Yes
Renfrewshire,Employment Rate,Raw data,2011/12,68.33333333333333,3,Renfrewshire Raw data,1.0454545454545716,Yes
Scotland,Employment Rate,Raw data,2011/12,70.89999999999999,NA,Scotland Raw data,-0.13667425968110214,Yes
Scottish Borders,Employment Rate,Raw data,2011/12,72.46666666666665,2,Scottish Borders Raw data,-1.3003901170351106,Yes
Shetland Islands,Employment Rate,Raw data,2011/12,83.83333333333333,1,Shetland Islands Raw data,1.5169660678642671,Yes
South Ayrshire,Employment Rate,Raw data,2011/12,67.86666666666666,3,South Ayrshire Raw data,0.3712296983758856,Yes
South Lanarkshire,Employment Rate,Raw data,2011/12,71.6,3,South Lanarkshire Raw data,2.961275626423676,Yes
Stirling,Employment Rate,Raw data,2011/12,70.56666666666666,2,Stirling Raw data,-0.7664562669071229,Yes
West Dunbartonshire,Employment Rate,Raw data,2011/12,67.93333333333334,4,West Dunbartonshire Raw data,-0.23752969121141332,Yes
West Lothian,Employment Rate,Raw data,2011/12,72.3,3,West Lothian Raw data,-1.3566739606126865,Yes
Aberdeen City,Employment Rate,Raw data,2012/13,76.06666666666666,1,Aberdeen City Raw data,-2.075226977950728,Yes
Aberdeenshire,Employment Rate,Raw data,2012/13,80.30000000000001,1,Aberdeenshire Raw data,1.355357899195253,Yes
Angus,Employment Rate,Raw data,2012/13,72.53333333333335,2,Angus Raw data,-1.229688186209954,Yes
Argyll and Bute,Employment Rate,Raw data,2012/13,71.43333333333332,2,Argyll and Bute Raw data,0.26075619295957697,Yes
Clackmannanshire,Employment Rate,Raw data,2012/13,68.86666666666666,3,Clackmannanshire Raw data,-2.631578947368407,Yes
Dumfries and Galloway,Employment Rate,Raw data,2012/13,69.16666666666667,3,Dumfries and Galloway Raw data,-2.36738272687419,Yes
Dundee City,Employment Rate,Raw data,2012/13,67.16666666666667,4,Dundee City Raw data,-6.319343945972033,Yes
East Ayrshire,Employment Rate,Raw data,2012/13,68.26666666666667,4,East Ayrshire Raw data,-1.2100677637947643,Yes
East Dunbartonshire,Employment Rate,Raw data,2012/13,73.7,1,East Dunbartonshire Raw data,-5.421431596781046,Yes
East Lothian,Employment Rate,Raw data,2012/13,73.26666666666667,2,East Lothian Raw data,-2.050610820244325,Yes
East Renfrewshire,Employment Rate,Raw data,2012/13,72.8,1,East Renfrewshire Raw data,-2.3346303501945664,Yes
"Edinburgh, City of",Employment Rate,Raw data,2012/13,71.6,1,"Edinburgh, City of Raw data",-2.8888888888888964,Yes
Eilean Siar,Employment Rate,Raw data,2012/13,68.19999999999999,4,Eilean Siar Raw data,-1.8415417558886538,Yes
Falkirk,Employment Rate,Raw data,2012/13,72.36666666666667,3,Falkirk Raw data,-0.17785682525567337,Yes
Fife,Employment Rate,Raw data,2012/13,70.43333333333334,3,Fife Raw data,-0.9476534296028682,Yes
Glasgow City,Employment Rate,Raw data,2012/13,60.93333333333334,4,Glasgow City Raw data,4.9735449735449855,Yes
Highland,Employment Rate,Raw data,2012/13,77.7,2,Highland Raw data,-0.5862646566163976,Yes
Inverclyde,Employment Rate,Raw data,2012/13,67.56666666666666,4,Inverclyde Raw data,1.60349854227404,Yes
Midlothian,Employment Rate,Raw data,2012/13,74.13333333333334,2,Midlothian Raw data,-3.7856231390897666,Yes
Moray,Employment Rate,Raw data,2012/13,78.60000000000001,2,Moray Raw data,-1.8021978021978136,Yes
North Ayrshire,Employment Rate,Raw data,2012/13,61.73333333333333,4,North Ayrshire Raw data,-3.5661944308744586,Yes
North Lanarkshire,Employment Rate,Raw data,2012/13,69.46666666666665,4,North Lanarkshire Raw data,3.132415757000473,Yes
Orkney Islands,Employment Rate,Raw data,2012/13,80.43333333333334,1,Orkney Islands Raw data,6.123276561232771,Yes
Perth and Kinross,Employment Rate,Raw data,2012/13,74.89999999999999,1,Perth and Kinross Raw data,2.061403508771953,Yes
Renfrewshire,Employment Rate,Raw data,2012/13,68.63333333333333,3,Renfrewshire Raw data,1.0454545454545716,Yes
Scotland,Employment Rate,Raw data,2012/13,70.66666666666666,NA,Scotland Raw data,-0.13667425968110214,Yes
Scottish Borders,Employment Rate,Raw data,2012/13,72.63333333333334,2,Scottish Borders Raw data,-1.3003901170351106,Yes
Shetland Islands,Employment Rate,Raw data,2012/13,80.46666666666665,1,Shetland Islands Raw data,1.5169660678642671,Yes
South Ayrshire,Employment Rate,Raw data,2012/13,67.89999999999999,3,South Ayrshire Raw data,0.3712296983758856,Yes
South Lanarkshire,Employment Rate,Raw data,2012/13,72.69999999999999,3,South Lanarkshire Raw data,2.961275626423676,Yes
Stirling,Employment Rate,Raw data,2012/13,69.63333333333333,2,Stirling Raw data,-0.7664562669071229,Yes
West Dunbartonshire,Employment Rate,Raw data,2012/13,67.60000000000001,4,West Dunbartonshire Raw data,-0.23752969121141332,Yes
West Lothian,Employment Rate,Raw data,2012/13,73.1,3,West Lothian Raw data,-1.3566739606126865,Yes
Aberdeen City,Employment Rate,Raw data,2013/14,75.23333333333333,1,Aberdeen City Raw data,-2.075226977950728,Yes
Aberdeenshire,Employment Rate,Raw data,2013/14,79.53333333333335,1,Aberdeenshire Raw data,1.355357899195253,Yes
Angus,Employment Rate,Raw data,2013/14,72.33333333333333,2,Angus Raw data,-1.229688186209954,Yes
Argyll and Bute,Employment Rate,Raw data,2013/14,72.1,2,Argyll and Bute Raw data,0.26075619295957697,Yes
Clackmannanshire,Employment Rate,Raw data,2013/14,66.36666666666667,3,Clackmannanshire Raw data,-2.631578947368407,Yes
Dumfries and Galloway,Employment Rate,Raw data,2013/14,69.4,3,Dumfries and Galloway Raw data,-2.36738272687419,Yes
Dundee City,Employment Rate,Raw data,2013/14,63.6,4,Dundee City Raw data,-6.319343945972033,Yes
East Ayrshire,Employment Rate,Raw data,2013/14,67.76666666666667,4,East Ayrshire Raw data,-1.2100677637947643,Yes
East Dunbartonshire,Employment Rate,Raw data,2013/14,74.63333333333333,1,East Dunbartonshire Raw data,-5.421431596781046,Yes
East Lothian,Employment Rate,Raw data,2013/14,74.13333333333334,2,East Lothian Raw data,-2.050610820244325,Yes
East Renfrewshire,Employment Rate,Raw data,2013/14,73.39999999999999,1,East Renfrewshire Raw data,-2.3346303501945664,Yes
"Edinburgh, City of",Employment Rate,Raw data,2013/14,71.96666666666665,1,"Edinburgh, City of Raw data",-2.8888888888888964,Yes
Eilean Siar,Employment Rate,Raw data,2013/14,71.39999999999999,4,Eilean Siar Raw data,-1.8415417558886538,Yes
Falkirk,Employment Rate,Raw data,2013/14,72.73333333333333,3,Falkirk Raw data,-0.17785682525567337,Yes
Fife,Employment Rate,Raw data,2013/14,70.43333333333332,3,Fife Raw data,-0.9476534296028682,Yes
Glasgow City,Employment Rate,Raw data,2013/14,61.666666666666664,4,Glasgow City Raw data,4.9735449735449855,Yes
Highland,Employment Rate,Raw data,2013/14,76.33333333333333,2,Highland Raw data,-0.5862646566163976,Yes
Inverclyde,Employment Rate,Raw data,2013/14,67.3,4,Inverclyde Raw data,1.60349854227404,Yes
Midlothian,Employment Rate,Raw data,2013/14,74.56666666666666,2,Midlothian Raw data,-3.7856231390897666,Yes
Moray,Employment Rate,Raw data,2013/14,78.30000000000001,2,Moray Raw data,-1.8021978021978136,Yes
North Ayrshire,Employment Rate,Raw data,2013/14,62.1,4,North Ayrshire Raw data,-3.5661944308744586,Yes
North Lanarkshire,Employment Rate,Raw data,2013/14,69.56666666666666,4,North Lanarkshire Raw data,3.132415757000473,Yes
Orkney Islands,Employment Rate,Raw data,2013/14,81.60000000000001,1,Orkney Islands Raw data,6.123276561232771,Yes
Perth and Kinross,Employment Rate,Raw data,2013/14,75.16666666666667,1,Perth and Kinross Raw data,2.061403508771953,Yes
Renfrewshire,Employment Rate,Raw data,2013/14,70.39999999999999,3,Renfrewshire Raw data,1.0454545454545716,Yes
Scotland,Employment Rate,Raw data,2013/14,70.76666666666667,NA,Scotland Raw data,-0.13667425968110214,Yes
Scottish Borders,Employment Rate,Raw data,2013/14,73.8,2,Scottish Borders Raw data,-1.3003901170351106,Yes
Shetland Islands,Employment Rate,Raw data,2013/14,81.03333333333333,1,Shetland Islands Raw data,1.5169660678642671,Yes
South Ayrshire,Employment Rate,Raw data,2013/14,69.66666666666667,3,South Ayrshire Raw data,0.3712296983758856,Yes
South Lanarkshire,Employment Rate,Raw data,2013/14,73,3,South Lanarkshire Raw data,2.961275626423676,Yes
Stirling,Employment Rate,Raw data,2013/14,70.3,2,Stirling Raw data,-0.7664562669071229,Yes
West Dunbartonshire,Employment Rate,Raw data,2013/14,66.5,4,West Dunbartonshire Raw data,-0.23752969121141332,Yes
West Lothian,Employment Rate,Raw data,2013/14,73.5,3,West Lothian Raw data,-1.3566739606126865,Yes
Aberdeen City,Employment Rate,Raw data,2014/15,75.93333333333334,1,Aberdeen City Raw data,-2.075226977950728,Yes
Aberdeenshire,Employment Rate,Raw data,2014/15,80.33333333333333,1,Aberdeenshire Raw data,1.355357899195253,Yes
Angus,Employment Rate,Raw data,2014/15,72.56666666666666,2,Angus Raw data,-1.229688186209954,Yes
Argyll and Bute,Employment Rate,Raw data,2014/15,73.86666666666666,2,Argyll and Bute Raw data,0.26075619295957697,Yes
Clackmannanshire,Employment Rate,Raw data,2014/15,67.06666666666668,3,Clackmannanshire Raw data,-2.631578947368407,Yes
Dumfries and Galloway,Employment Rate,Raw data,2014/15,70.8,3,Dumfries and Galloway Raw data,-2.36738272687419,Yes
Dundee City,Employment Rate,Raw data,2014/15,63.5,4,Dundee City Raw data,-6.319343945972033,Yes
East Ayrshire,Employment Rate,Raw data,2014/15,68.36666666666667,4,East Ayrshire Raw data,-1.2100677637947643,Yes
East Dunbartonshire,Employment Rate,Raw data,2014/15,74.60000000000001,1,East Dunbartonshire Raw data,-5.421431596781046,Yes
East Lothian,Employment Rate,Raw data,2014/15,74.86666666666666,2,East Lothian Raw data,-2.050610820244325,Yes
East Renfrewshire,Employment Rate,Raw data,2014/15,74.06666666666668,1,East Renfrewshire Raw data,-2.3346303501945664,Yes
"Edinburgh, City of",Employment Rate,Raw data,2014/15,72.8,1,"Edinburgh, City of Raw data",-2.8888888888888964,Yes
Eilean Siar,Employment Rate,Raw data,2014/15,73.3,4,Eilean Siar Raw data,-1.8415417558886538,Yes
Falkirk,Employment Rate,Raw data,2014/15,72.96666666666665,3,Falkirk Raw data,-0.17785682525567337,Yes
Fife,Employment Rate,Raw data,2014/15,71.16666666666667,3,Fife Raw data,-0.9476534296028682,Yes
Glasgow City,Employment Rate,Raw data,2014/15,62.666666666666664,4,Glasgow City Raw data,4.9735449735449855,Yes
Highland,Employment Rate,Raw data,2014/15,75.96666666666667,2,Highland Raw data,-0.5862646566163976,Yes
Inverclyde,Employment Rate,Raw data,2014/15,68.36666666666666,4,Inverclyde Raw data,1.60349854227404,Yes
Midlothian,Employment Rate,Raw data,2014/15,74.4,2,Midlothian Raw data,-3.7856231390897666,Yes
Moray,Employment Rate,Raw data,2014/15,77.5,2,Moray Raw data,-1.8021978021978136,Yes
North Ayrshire,Employment Rate,Raw data,2014/15,64.33333333333333,4,North Ayrshire Raw data,-3.5661944308744586,Yes
North Lanarkshire,Employment Rate,Raw data,2014/15,70.23333333333333,4,North Lanarkshire Raw data,3.132415757000473,Yes
Orkney Islands,Employment Rate,Raw data,2014/15,84.56666666666666,1,Orkney Islands Raw data,6.123276561232771,Yes
Perth and Kinross,Employment Rate,Raw data,2014/15,75.83333333333333,1,Perth and Kinross Raw data,2.061403508771953,Yes
Renfrewshire,Employment Rate,Raw data,2014/15,72.3,3,Renfrewshire Raw data,1.0454545454545716,Yes
Scotland,Employment Rate,Raw data,2014/15,71.59999999999998,NA,Scotland Raw data,-0.13667425968110214,Yes
Scottish Borders,Employment Rate,Raw data,2014/15,75.39999999999999,2,Scottish Borders Raw data,-1.3003901170351106,Yes
Shetland Islands,Employment Rate,Raw data,2014/15,80.33333333333333,1,Shetland Islands Raw data,1.5169660678642671,Yes
South Ayrshire,Employment Rate,Raw data,2014/15,71.63333333333333,3,South Ayrshire Raw data,0.3712296983758856,Yes
South Lanarkshire,Employment Rate,Raw data,2014/15,74,3,South Lanarkshire Raw data,2.961275626423676,Yes
Stirling,Employment Rate,Raw data,2014/15,71.89999999999999,2,Stirling Raw data,-0.7664562669071229,Yes
West Dunbartonshire,Employment Rate,Raw data,2014/15,65.8,4,West Dunbartonshire Raw data,-0.23752969121141332,Yes
West Lothian,Employment Rate,Raw data,2014/15,75.06666666666666,3,West Lothian Raw data,-1.3566739606126865,Yes
Aberdeen City,Employment Rate,Raw data,2015/16,76.13333333333333,1,Aberdeen City Raw data,-2.075226977950728,Yes
Aberdeenshire,Employment Rate,Raw data,2015/16,80,1,Aberdeenshire Raw data,1.355357899195253,Yes
Angus,Employment Rate,Raw data,2015/16,73.56666666666666,2,Angus Raw data,-1.229688186209954,Yes
Argyll and Bute,Employment Rate,Raw data,2015/16,75.63333333333334,2,Argyll and Bute Raw data,0.26075619295957697,Yes
Clackmannanshire,Employment Rate,Raw data,2015/16,68.39999999999999,3,Clackmannanshire Raw data,-2.631578947368407,Yes
Dumfries and Galloway,Employment Rate,Raw data,2015/16,73.3,3,Dumfries and Galloway Raw data,-2.36738272687419,Yes
Dundee City,Employment Rate,Raw data,2015/16,62.666666666666664,4,Dundee City Raw data,-6.319343945972033,Yes
East Ayrshire,Employment Rate,Raw data,2015/16,68.76666666666667,4,East Ayrshire Raw data,-1.2100677637947643,Yes
East Dunbartonshire,Employment Rate,Raw data,2015/16,74.46666666666667,1,East Dunbartonshire Raw data,-5.421431596781046,Yes
East Lothian,Employment Rate,Raw data,2015/16,74.86666666666667,2,East Lothian Raw data,-2.050610820244325,Yes
East Renfrewshire,Employment Rate,Raw data,2015/16,74.7,1,East Renfrewshire Raw data,-2.3346303501945664,Yes
"Edinburgh, City of",Employment Rate,Raw data,2015/16,72.53333333333335,1,"Edinburgh, City of Raw data",-2.8888888888888964,Yes
Eilean Siar,Employment Rate,Raw data,2015/16,75.7,4,Eilean Siar Raw data,-1.8415417558886538,Yes
Falkirk,Employment Rate,Raw data,2015/16,73.83333333333333,3,Falkirk Raw data,-0.17785682525567337,Yes
Fife,Employment Rate,Raw data,2015/16,72.23333333333333,3,Fife Raw data,-0.9476534296028682,Yes
Glasgow City,Employment Rate,Raw data,2015/16,64.96666666666665,4,Glasgow City Raw data,4.9735449735449855,Yes
Highland,Employment Rate,Raw data,2015/16,77.2,2,Highland Raw data,-0.5862646566163976,Yes
Inverclyde,Employment Rate,Raw data,2015/16,69.06666666666666,4,Inverclyde Raw data,1.60349854227404,Yes
Midlothian,Employment Rate,Raw data,2015/16,74.06666666666666,2,Midlothian Raw data,-3.7856231390897666,Yes
Moray,Employment Rate,Raw data,2015/16,75.83333333333333,2,Moray Raw data,-1.8021978021978136,Yes
North Ayrshire,Employment Rate,Raw data,2015/16,65.06666666666666,4,North Ayrshire Raw data,-3.5661944308744586,Yes
North Lanarkshire,Employment Rate,Raw data,2015/16,71.10000000000001,4,North Lanarkshire Raw data,3.132415757000473,Yes
Orkney Islands,Employment Rate,Raw data,2015/16,85.33333333333333,1,Orkney Islands Raw data,6.123276561232771,Yes
Perth and Kinross,Employment Rate,Raw data,2015/16,77.16666666666667,1,Perth and Kinross Raw data,2.061403508771953,Yes
Renfrewshire,Employment Rate,Raw data,2015/16,73.36666666666666,3,Renfrewshire Raw data,1.0454545454545716,Yes
Scotland,Employment Rate,Raw data,2015/16,72.36666666666666,NA,Scotland Raw data,-0.13667425968110214,Yes
Scottish Borders,Employment Rate,Raw data,2015/16,76.46666666666665,2,Scottish Borders Raw data,-1.3003901170351106,Yes
Shetland Islands,Employment Rate,Raw data,2015/16,84.7,1,Shetland Islands Raw data,1.5169660678642671,Yes
South Ayrshire,Employment Rate,Raw data,2015/16,72.53333333333333,3,South Ayrshire Raw data,0.3712296983758856,Yes
South Lanarkshire,Employment Rate,Raw data,2015/16,74.4,3,South Lanarkshire Raw data,2.961275626423676,Yes
Stirling,Employment Rate,Raw data,2015/16,72.46666666666667,2,Stirling Raw data,-0.7664562669071229,Yes
West Dunbartonshire,Employment Rate,Raw data,2015/16,67.60000000000001,4,West Dunbartonshire Raw data,-0.23752969121141332,Yes
West Lothian,Employment Rate,Raw data,2015/16,74.7,3,West Lothian Raw data,-1.3566739606126865,Yes
Aberdeen City,Employment Rate,Raw data,2016/17,75.5,1,Aberdeen City Raw data,-2.075226977950728,Yes
Aberdeenshire,Employment Rate,Raw data,2016/17,79.76666666666667,1,Aberdeenshire Raw data,1.355357899195253,Yes
Angus,Employment Rate,Raw data,2016/17,74.96666666666665,2,Angus Raw data,-1.229688186209954,Yes
Argyll and Bute,Employment Rate,Raw data,2016/17,76.89999999999999,2,Argyll and Bute Raw data,0.26075619295957697,Yes
Clackmannanshire,Employment Rate,Raw data,2016/17,69.06666666666666,3,Clackmannanshire Raw data,-2.631578947368407,Yes
Dumfries and Galloway,Employment Rate,Raw data,2016/17,74.23333333333333,3,Dumfries and Galloway Raw data,-2.36738272687419,Yes
Dundee City,Employment Rate,Raw data,2016/17,64.73333333333333,4,Dundee City Raw data,-6.319343945972033,Yes
East Ayrshire,Employment Rate,Raw data,2016/17,68.03333333333335,4,East Ayrshire Raw data,-1.2100677637947643,Yes
East Dunbartonshire,Employment Rate,Raw data,2016/17,74.43333333333332,1,East Dunbartonshire Raw data,-5.421431596781046,Yes
East Lothian,Employment Rate,Raw data,2016/17,74.83333333333333,2,East Lothian Raw data,-2.050610820244325,Yes
East Renfrewshire,Employment Rate,Raw data,2016/17,75.3,1,East Renfrewshire Raw data,-2.3346303501945664,Yes
"Edinburgh, City of",Employment Rate,Raw data,2016/17,72.83333333333333,1,"Edinburgh, City of Raw data",-2.8888888888888964,Yes
Eilean Siar,Employment Rate,Raw data,2016/17,76.39999999999999,4,Eilean Siar Raw data,-1.8415417558886538,Yes
Falkirk,Employment Rate,Raw data,2016/17,74.83333333333333,3,Falkirk Raw data,-0.17785682525567337,Yes
Fife,Employment Rate,Raw data,2016/17,73.16666666666667,3,Fife Raw data,-0.9476534296028682,Yes
Glasgow City,Employment Rate,Raw data,2016/17,66.13333333333334,4,Glasgow City Raw data,4.9735449735449855,Yes
Highland,Employment Rate,Raw data,2016/17,79.13333333333334,2,Highland Raw data,-0.5862646566163976,Yes
Inverclyde,Employment Rate,Raw data,2016/17,69.7,4,Inverclyde Raw data,1.60349854227404,Yes
Midlothian,Employment Rate,Raw data,2016/17,75.39999999999999,2,Midlothian Raw data,-3.7856231390897666,Yes
Moray,Employment Rate,Raw data,2016/17,74.46666666666665,2,Moray Raw data,-1.8021978021978136,Yes
North Ayrshire,Employment Rate,Raw data,2016/17,65.8,4,North Ayrshire Raw data,-3.5661944308744586,Yes
North Lanarkshire,Employment Rate,Raw data,2016/17,72.43333333333334,4,North Lanarkshire Raw data,3.132415757000473,Yes
Orkney Islands,Employment Rate,Raw data,2016/17,87.23333333333333,1,Orkney Islands Raw data,6.123276561232771,Yes
Perth and Kinross,Employment Rate,Raw data,2016/17,77.56666666666668,1,Perth and Kinross Raw data,2.061403508771953,Yes
Renfrewshire,Employment Rate,Raw data,2016/17,74.10000000000001,3,Renfrewshire Raw data,1.0454545454545716,Yes
Scotland,Employment Rate,Raw data,2016/17,73.06666666666666,NA,Scotland Raw data,-0.13667425968110214,Yes
Scottish Borders,Employment Rate,Raw data,2016/17,75.89999999999999,2,Scottish Borders Raw data,-1.3003901170351106,Yes
Shetland Islands,Employment Rate,Raw data,2016/17,84.76666666666667,1,Shetland Islands Raw data,1.5169660678642671,Yes
South Ayrshire,Employment Rate,Raw data,2016/17,72.10000000000001,3,South Ayrshire Raw data,0.3712296983758856,Yes
South Lanarkshire,Employment Rate,Raw data,2016/17,75.33333333333333,3,South Lanarkshire Raw data,2.961275626423676,Yes
Stirling,Employment Rate,Raw data,2016/17,73.36666666666666,2,Stirling Raw data,-0.7664562669071229,Yes
West Dunbartonshire,Employment Rate,Raw data,2016/17,70,4,West Dunbartonshire Raw data,-0.23752969121141332,Yes
West Lothian,Employment Rate,Raw data,2016/17,75.13333333333334,3,West Lothian Raw data,-1.3566739606126865,Yes
Aberdeen City,Median Earnings,Raw data,2006/07,364.9333333333334,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2006/07,356.63333333333327,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2006/07,340.96666666666664,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2006/07,301.6333333333333,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2006/07,319.6666666666667,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2006/07,315.56666666666666,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2006/07,318.6666666666667,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2006/07,347.90000000000003,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2006/07,387.40000000000003,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2006/07,358.6666666666667,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2006/07,416.76666666666665,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2006/07,394.03333333333336,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2006/07,338.3333333333333,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2006/07,347.03333333333336,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2006/07,336.5333333333333,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2006/07,335.26666666666665,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2006/07,311.09999999999997,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2006/07,330.2,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2006/07,341.1666666666667,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2006/07,293.03333333333336,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2006/07,342.8666666666666,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2006/07,336.56666666666666,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2006/07,319.5,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2006/07,332.8,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2006/07,348.0666666666666,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2006/07,346.3666666666666,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2006/07,320.3333333333333,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2006/07,324.79999999999995,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2006/07,389.6333333333334,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2006/07,363.5333333333333,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2006/07,353.1666666666667,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2006/07,313.26666666666665,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2006/07,340.7333333333333,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2007/08,380.8666666666666,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2007/08,374.23333333333335,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2007/08,357.26666666666665,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2007/08,321.2,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2007/08,340.5333333333333,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2007/08,330.73333333333335,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2007/08,334.2333333333333,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2007/08,361.9666666666667,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2007/08,391.8,1,East Dunbartonshire Raw data,29.943211151264837,Yes
