CPP,Indicator,Type,Year,value,FG,LineType,Improvement_Rate,High is Positive?
Shetland Islands,Crime Rate,Raw data,2012/13,286.4060846560846,1,Shetland Islands Raw data,-54.29479834461658,No
South Ayrshire,Crime Rate,Raw data,2012/13,502.496196772076,3,South Ayrshire Raw data,-38.608452950689276,No
South Lanarkshire,Crime Rate,Raw data,2012/13,503.2898728507154,3,South Lanarkshire Raw data,-38.184557662289556,No
Stirling,Crime Rate,Raw data,2012/13,536.6901494697757,2,Stirling Raw data,-40.67260190587309,No
West Dunbartonshire,Crime Rate,Raw data,2012/13,758.8552589783176,4,West Dunbartonshire Raw data,-47.409267911827556,No
West Lothian,Crime Rate,Raw data,2012/13,501.2350259602561,3,West Lothian Raw data,-46.90948292307433,No
Aberdeen City,Crime Rate,Raw data,2013/14,732.6519086832915,1,Aberdeen City Raw data,-47.39338097038869,No
Aberdeenshire,Crime Rate,Raw data,2013/14,284.76115072404144,1,Aberdeenshire Raw data,-49.91428951645203,No
Angus,Crime Rate,Raw data,2013/14,346.7039707950567,2,Angus Raw data,-42.37800091618562,No
Argyll and Bute,Crime Rate,Raw data,2013/14,368.2252908210341,2,Argyll and Bute Raw data,-49.497206982690656,No
Clackmannanshire,Crime Rate,Raw data,2013/14,516.2384100248785,3,Clackmannanshire Raw data,-48.807211492244804,No
Dumfries and Galloway,Crime Rate,Raw data,2013/14,375.0349765157584,3,Dumfries and Galloway Raw data,-44.31502723582247,No
Dundee City,Crime Rate,Raw data,2013/14,637.3188899474862,4,Dundee City Raw data,-48.02231475306016,No
East Ayrshire,Crime Rate,Raw data,2013/14,533.4726887181931,4,East Ayrshire Raw data,-35.49675819374837,No
East Dunbartonshire,Crime Rate,Raw data,2013/14,331.759842289672,1,East Dunbartonshire Raw data,-44.51644541776461,No
East Lothian,Crime Rate,Raw data,2013/14,359.17518488899344,2,East Lothian Raw data,-37.732770689253634,No
East Renfrewshire,Crime Rate,Raw data,2013/14,280.9041176703127,1,East Renfrewshire Raw data,-53.52829494053317,No
"Edinburgh, City of",Crime Rate,Raw data,2013/14,697.83731199894,1,"Edinburgh, City of Raw data",-42.166401927323946,No
Eilean Siar,Crime Rate,Raw data,2013/14,244.75616855492365,4,Eilean Siar Raw data,-65.2416393683909,No
Falkirk,Crime Rate,Raw data,2013/14,484.0083749912178,3,Falkirk Raw data,-42.86361694816735,No
Fife,Crime Rate,Raw data,2013/14,446.8541930672268,3,Fife Raw data,-58.48817749157709,No
Glasgow City,Crime Rate,Raw data,2013/14,919.7448597250881,4,Glasgow City Raw data,-45.1982984477729,No
Highland,Crime Rate,Raw data,2013/14,438.44528449752846,2,Highland Raw data,-54.561495666423255,No
Inverclyde,Crime Rate,Raw data,2013/14,587.7861855117027,4,Inverclyde Raw data,-44.62079924293256,No
Midlothian,Crime Rate,Raw data,2013/14,517.4799286600803,2,Midlothian Raw data,-44.77198878509281,No
Moray,Crime Rate,Raw data,2013/14,377.26033458192927,2,Moray Raw data,-55.53934347107995,No
North Ayrshire,Crime Rate,Raw data,2013/14,593.0060500055356,4,North Ayrshire Raw data,-40.23690394016201,No
North Lanarkshire,Crime Rate,Raw data,2013/14,570.4678910733725,4,North Lanarkshire Raw data,-38.09478022270627,No
Orkney Islands,Crime Rate,Raw data,2013/14,197.78535738201938,1,Orkney Islands Raw data,-55.667951382308445,No
Perth and Kinross,Crime Rate,Raw data,2013/14,341.5832864829044,1,Perth and Kinross Raw data,-45.65852644718722,No
Renfrewshire,Crime Rate,Raw data,2013/14,582.6616156774313,3,Renfrewshire Raw data,-43.471471452366536,No
Scotland,Crime Rate,Raw data,2013/14,541.6863965580886,NA,Scotland Raw data,-42.40601624934438,No
Scottish Borders,Crime Rate,Raw data,2013/14,300.743215857462,2,Scottish Borders Raw data,-48.29864496672529,No
Shetland Islands,Crime Rate,Raw data,2013/14,241.58876117496808,1,Shetland Islands Raw data,-54.29479834461658,No
South Ayrshire,Crime Rate,Raw data,2013/14,471.0421461319309,3,South Ayrshire Raw data,-38.608452950689276,No
South Lanarkshire,Crime Rate,Raw data,2013/14,475.7387940417225,3,South Lanarkshire Raw data,-38.184557662289556,No
Stirling,Crime Rate,Raw data,2013/14,484.1797500178927,2,Stirling Raw data,-40.67260190587309,No
West Dunbartonshire,Crime Rate,Raw data,2013/14,682.892997574257,4,West Dunbartonshire Raw data,-47.409267911827556,No
West Lothian,Crime Rate,Raw data,2013/14,484.82112988829994,3,West Lothian Raw data,-46.90948292307433,No
Aberdeen City,Crime Rate,Raw data,2014/15,664.8168726593082,1,Aberdeen City Raw data,-47.39338097038869,No
Aberdeenshire,Crime Rate,Raw data,2014/15,256.31036999810635,1,Aberdeenshire Raw data,-49.91428951645203,No
Angus,Crime Rate,Raw data,2014/15,339.0273683428522,2,Angus Raw data,-42.37800091618562,No
Argyll and Bute,Crime Rate,Raw data,2014/15,331.31427892564784,2,Argyll and Bute Raw data,-49.497206982690656,No
Clackmannanshire,Crime Rate,Raw data,2014/15,472.1736845339754,3,Clackmannanshire Raw data,-48.807211492244804,No
Dumfries and Galloway,Crime Rate,Raw data,2014/15,349.1881390640412,3,Dumfries and Galloway Raw data,-44.31502723582247,No
Dundee City,Crime Rate,Raw data,2014/15,605.1127523629797,4,Dundee City Raw data,-48.02231475306016,No
East Ayrshire,Crime Rate,Raw data,2014/15,489.56606018327085,4,East Ayrshire Raw data,-35.49675819374837,No
East Dunbartonshire,Crime Rate,Raw data,2014/15,297.87911503918275,1,East Dunbartonshire Raw data,-44.51644541776461,No
East Lothian,Crime Rate,Raw data,2014/15,339.7924720990947,2,East Lothian Raw data,-37.732770689253634,No
East Renfrewshire,Crime Rate,Raw data,2014/15,250.15812721345245,1,East Renfrewshire Raw data,-53.52829494053317,No
"Edinburgh, City of",Crime Rate,Raw data,2014/15,695.2452437493962,1,"Edinburgh, City of Raw data",-42.166401927323946,No
Eilean Siar,Crime Rate,Raw data,2014/15,199.63046734856732,4,Eilean Siar Raw data,-65.2416393683909,No
Falkirk,Crime Rate,Raw data,2014/15,451.0503320164276,3,Falkirk Raw data,-42.86361694816735,No
Fife,Crime Rate,Raw data,2014/15,414.7184141363209,3,Fife Raw data,-58.48817749157709,No
Glasgow City,Crime Rate,Raw data,2014/15,845.6597973944977,4,Glasgow City Raw data,-45.1982984477729,No
Highland,Crime Rate,Raw data,2014/15,361.48565312857926,2,Highland Raw data,-54.561495666423255,No
Inverclyde,Crime Rate,Raw data,2014/15,537.345182965359,4,Inverclyde Raw data,-44.62079924293256,No
Midlothian,Crime Rate,Raw data,2014/15,506.4630479418989,2,Midlothian Raw data,-44.77198878509281,No
Moray,Crime Rate,Raw data,2014/15,320.8218217901653,2,Moray Raw data,-55.53934347107995,No
North Ayrshire,Crime Rate,Raw data,2014/15,526.4466806371264,4,North Ayrshire Raw data,-40.23690394016201,No
North Lanarkshire,Crime Rate,Raw data,2014/15,524.6709653804687,4,North Lanarkshire Raw data,-38.09478022270627,No
Orkney Islands,Crime Rate,Raw data,2014/15,176.82014715094536,1,Orkney Islands Raw data,-55.667951382308445,No
Perth and Kinross,Crime Rate,Raw data,2014/15,332.86869610990874,1,Perth and Kinross Raw data,-45.65852644718722,No
Renfrewshire,Crime Rate,Raw data,2014/15,529.7418119464816,3,Renfrewshire Raw data,-43.471471452366536,No
Scotland,Crime Rate,Raw data,2014/15,502.17674822279395,NA,Scotland Raw data,-42.40601624934438,No
Scottish Borders,Crime Rate,Raw data,2014/15,280.72228889640036,2,Scottish Borders Raw data,-48.29864496672529,No
Shetland Islands,Crime Rate,Raw data,2014/15,205.01715039070123,1,Shetland Islands Raw data,-54.29479834461658,No
South Ayrshire,Crime Rate,Raw data,2014/15,455.6670683079521,3,South Ayrshire Raw data,-38.608452950689276,No
South Lanarkshire,Crime Rate,Raw data,2014/15,452.04234215020506,3,South Lanarkshire Raw data,-38.184557662289556,No
Stirling,Crime Rate,Raw data,2014/15,442.04052122875447,2,Stirling Raw data,-40.67260190587309,No
West Dunbartonshire,Crime Rate,Raw data,2014/15,604.3628076241499,4,West Dunbartonshire Raw data,-47.409267911827556,No
West Lothian,Crime Rate,Raw data,2014/15,453.0611223556305,3,West Lothian Raw data,-46.90948292307433,No
Aberdeen City,Crime Rate,Raw data,2015/16,642.5614853794893,1,Aberdeen City Raw data,-47.39338097038869,No
Aberdeenshire,Crime Rate,Raw data,2015/16,241.65456953673947,1,Aberdeenshire Raw data,-49.91428951645203,No
Angus,Crime Rate,Raw data,2015/16,335.3963358913008,2,Angus Raw data,-42.37800091618562,No
Argyll and Bute,Crime Rate,Raw data,2015/16,322.78903196141516,2,Argyll and Bute Raw data,-49.497206982690656,No
Clackmannanshire,Crime Rate,Raw data,2015/16,455.1583010771104,3,Clackmannanshire Raw data,-48.807211492244804,No
Dumfries and Galloway,Crime Rate,Raw data,2015/16,343.1122099468655,3,Dumfries and Galloway Raw data,-44.31502723582247,No
Dundee City,Crime Rate,Raw data,2015/16,599.8447141733766,4,Dundee City Raw data,-48.02231475306016,No
East Ayrshire,Crime Rate,Raw data,2015/16,478.6086576625935,4,East Ayrshire Raw data,-35.49675819374837,No
East Dunbartonshire,Crime Rate,Raw data,2015/16,281.09236482232967,1,East Dunbartonshire Raw data,-44.51644541776461,No
East Lothian,Crime Rate,Raw data,2015/16,339.62657103954564,2,East Lothian Raw data,-37.732770689253634,No
East Renfrewshire,Crime Rate,Raw data,2015/16,233.9461501969177,1,East Renfrewshire Raw data,-53.52829494053317,No
"Edinburgh, City of",Crime Rate,Raw data,2015/16,726.8350813863682,1,"Edinburgh, City of Raw data",-42.166401927323946,No
Eilean Siar,Crime Rate,Raw data,2015/16,168.69416728051965,4,Eilean Siar Raw data,-65.2416393683909,No
Falkirk,Crime Rate,Raw data,2015/16,440.17829631457533,3,Falkirk Raw data,-42.86361694816735,No
Fife,Crime Rate,Raw data,2015/16,414.79341182429243,3,Fife Raw data,-58.48817749157709,No
Glasgow City,Crime Rate,Raw data,2015/16,824.1899783087364,4,Glasgow City Raw data,-45.1982984477729,No
Highland,Crime Rate,Raw data,2015/16,323.96612415929866,2,Highland Raw data,-54.561495666423255,No
Inverclyde,Crime Rate,Raw data,2015/16,540.87008447076,4,Inverclyde Raw data,-44.62079924293256,No
Midlothian,Crime Rate,Raw data,2015/16,515.9771990829345,2,Midlothian Raw data,-44.77198878509281,No
Moray,Crime Rate,Raw data,2015/16,300.221960280939,2,Moray Raw data,-55.53934347107995,No
North Ayrshire,Crime Rate,Raw data,2015/16,504.5001845019043,4,North Ayrshire Raw data,-40.23690394016201,No
North Lanarkshire,Crime Rate,Raw data,2015/16,511.85951529244926,4,North Lanarkshire Raw data,-38.09478022270627,No
Orkney Islands,Crime Rate,Raw data,2015/16,157.0953000914974,1,Orkney Islands Raw data,-55.667951382308445,No
Perth and Kinross,Crime Rate,Raw data,2015/16,331.6666075677524,1,Perth and Kinross Raw data,-45.65852644718722,No
Renfrewshire,Crime Rate,Raw data,2015/16,524.4398494755385,3,Renfrewshire Raw data,-43.471471452366536,No
Scotland,Crime Rate,Raw data,2015/16,493.45218939668615,NA,Scotland Raw data,-42.40601624934438,No
Scottish Borders,Crime Rate,Raw data,2015/16,280.6061907462797,2,Scottish Borders Raw data,-48.29864496672529,No
Shetland Islands,Crime Rate,Raw data,2015/16,189.7479478082741,1,Shetland Islands Raw data,-54.29479834461658,No
South Ayrshire,Crime Rate,Raw data,2015/16,449.50096101338033,3,South Ayrshire Raw data,-38.608452950689276,No
South Lanarkshire,Crime Rate,Raw data,2015/16,443.1597839347045,3,South Lanarkshire Raw data,-38.184557662289556,No
Stirling,Crime Rate,Raw data,2015/16,432.4229058929279,2,Stirling Raw data,-40.67260190587309,No
West Dunbartonshire,Crime Rate,Raw data,2015/16,569.0608117018292,4,West Dunbartonshire Raw data,-47.409267911827556,No
West Lothian,Crime Rate,Raw data,2015/16,449.92522882508115,3,West Lothian Raw data,-46.90948292307433,No
Aberdeen City,Crime Rate,Raw data,2016/17,609.3600037596643,1,Aberdeen City Raw data,-47.39338097038869,No
Aberdeenshire,Crime Rate,Raw data,2016/17,230.89512532915614,1,Aberdeenshire Raw data,-49.91428951645203,No
Angus,Crime Rate,Raw data,2016/17,307.7014751075688,2,Angus Raw data,-42.37800091618562,No
Argyll and Bute,Crime Rate,Raw data,2016/17,287.5292349118812,2,Argyll and Bute Raw data,-49.497206982690656,No
Clackmannanshire,Crime Rate,Raw data,2016/17,426.60657089795995,3,Clackmannanshire Raw data,-48.807211492244804,No
Dumfries and Galloway,Crime Rate,Raw data,2016/17,372.16123464058654,3,Dumfries and Galloway Raw data,-44.31502723582247,No
Dundee City,Crime Rate,Raw data,2016/17,586.3082895854815,4,Dundee City Raw data,-48.02231475306016,No
East Ayrshire,Crime Rate,Raw data,2016/17,463.99331939297014,4,East Ayrshire Raw data,-35.49675819374837,No
East Dunbartonshire,Crime Rate,Raw data,2016/17,258.5533643532169,1,East Dunbartonshire Raw data,-44.51644541776461,No
East Lothian,Crime Rate,Raw data,2016/17,334.9976936918154,2,East Lothian Raw data,-37.732770689253634,No
East Renfrewshire,Crime Rate,Raw data,2016/17,226.0073922725403,1,East Renfrewshire Raw data,-53.52829494053317,No
"Edinburgh, City of",Crime Rate,Raw data,2016/17,645.2301758308225,1,"Edinburgh, City of Raw data",-42.166401927323946,No
Eilean Siar,Crime Rate,Raw data,2016/17,136.368634878013,4,Eilean Siar Raw data,-65.2416393683909,No
Falkirk,Crime Rate,Raw data,2016/17,383.7660394981426,3,Falkirk Raw data,-42.86361694816735,No
Fife,Crime Rate,Raw data,2016/17,371.94592967546936,3,Fife Raw data,-58.48817749157709,No
Glasgow City,Crime Rate,Raw data,2016/17,735.98685184641,4,Glasgow City Raw data,-45.1982984477729,No
Highland,Crime Rate,Raw data,2016/17,286.4140389826454,2,Highland Raw data,-54.561495666423255,No
Inverclyde,Crime Rate,Raw data,2016/17,498.04361214189316,4,Inverclyde Raw data,-44.62079924293256,No
Midlothian,Crime Rate,Raw data,2016/17,501.4703418313573,2,Midlothian Raw data,-44.77198878509281,No
Moray,Crime Rate,Raw data,2016/17,278.91651862475845,2,Moray Raw data,-55.53934347107995,No
North Ayrshire,Crime Rate,Raw data,2016/17,468.14425246873094,4,North Ayrshire Raw data,-40.23690394016201,No
North Lanarkshire,Crime Rate,Raw data,2016/17,483.892467925846,4,North Lanarkshire Raw data,-38.09478022270627,No
Orkney Islands,Crime Rate,Raw data,2016/17,121.32203971708257,1,Orkney Islands Raw data,-55.667951382308445,No
Perth and Kinross,Crime Rate,Raw data,2016/17,317.5353437936027,1,Perth and Kinross Raw data,-45.65852644718722,No
Renfrewshire,Crime Rate,Raw data,2016/17,475.0280682286132,3,Renfrewshire Raw data,-43.471471452366536,No
Scotland,Crime Rate,Raw data,2016/17,479.3739247512903,NA,Scotland Raw data,-42.40601624934438,No
Scottish Borders,Crime Rate,Raw data,2016/17,264.88327562047743,2,Scottish Borders Raw data,-48.29864496672529,No
Shetland Islands,Crime Rate,Raw data,2016/17,160.57760848258042,1,Shetland Islands Raw data,-54.29479834461658,No
South Ayrshire,Crime Rate,Raw data,2016/17,411.7326422107106,3,South Ayrshire Raw data,-38.608452950689276,No
South Lanarkshire,Crime Rate,Raw data,2016/17,415.8118754583322,3,South Lanarkshire Raw data,-38.184557662289556,No
Stirling,Crime Rate,Raw data,2016/17,406.7881929320635,2,Stirling Raw data,-40.67260190587309,No
West Dunbartonshire,Crime Rate,Raw data,2016/17,530.8157892099539,4,West Dunbartonshire Raw data,-47.409267911827556,No
West Lothian,Crime Rate,Raw data,2016/17,416.2296538830972,3,West Lothian Raw data,-46.90948292307433,No
Aberdeen City,Emergency Admissions,Raw data,2006/07,23839.826167934192,1,Aberdeen City Raw data,6.054532427041526,No
Aberdeenshire,Emergency Admissions,Raw data,2006/07,20177.438404702392,1,Aberdeenshire Raw data,-5.687835733836888,No
Angus,Emergency Admissions,Raw data,2006/07,21622.00888379424,2,Angus Raw data,-1.2303421230995037,No
Argyll and Bute,Emergency Admissions,Raw data,2006/07,22553.215139220807,2,Argyll and Bute Raw data,-5.8480581558030265,No
Clackmannanshire,Emergency Admissions,Raw data,2006/07,19877.551020408162,3,Clackmannanshire Raw data,6.8258543064575905,No
Dumfries and Galloway,Emergency Admissions,Raw data,2006/07,19060.10355902209,3,Dumfries and Galloway Raw data,19.76960403380692,No
Dundee City,Emergency Admissions,Raw data,2006/07,23702.237180756285,4,Dundee City Raw data,16.67626206578865,No
East Ayrshire,Emergency Admissions,Raw data,2006/07,26290.72681704261,4,East Ayrshire Raw data,15.139217028363671,No
East Dunbartonshire,Emergency Admissions,Raw data,2006/07,22569.89247311828,1,East Dunbartonshire Raw data,10.381956196270181,No
East Lothian,Emergency Admissions,Raw data,2006/07,23843.675925363157,2,East Lothian Raw data,-11.61812086067876,No
East Renfrewshire,Emergency Admissions,Raw data,2006/07,22195.98583234947,1,East Renfrewshire Raw data,15.549184359808654,No
"Edinburgh, City of",Emergency Admissions,Raw data,2006/07,22662.035326287783,1,"Edinburgh, City of Raw data",4.979801421207908,No
