InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,Change,OverallZScore,CPPChangeScore,Strategic Area
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Emergency Admissions,Raw data,2021/22,19447.6409666283,"Emergency Admissions, per 100,000",No,0.052251630226311074,0.1833787212724448,0.5665486019108359,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Emergency Admissions,Raw data,2021/22,19164.6191646191,"Emergency Admissions, per 100,000",No,0.29659529659529826,1.32734953143809,1.8322938330703702,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,15911.1933395004,"Emergency Admissions, per 100,000",No,0.03329472399505873,0.09462607340617547,0.46834833334520237,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Emergency Admissions,Raw data,2021/22,18256.7726737338,"Emergency Admissions, per 100,000",No,0.12012498364088486,0.5011489186676006,0.9181450835547181,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Emergency Admissions,Raw data,2021/22,20340.4255319148,"Emergency Admissions, per 100,000",No,-0.354091185410329,-1.7190414515789683,-1.5383820834269315,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,598,"Early Mortality, per 100,000",No,-0.32300884955752207,-2.267341420720057,-2.5384820598937043,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,537.3,"Early Mortality, per 100,000",No,0.03536804308797137,-0.3265975961399637,-0.41033822888319293,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Early Mortality,Raw data,2021/22,418.9,"Early Mortality, per 100,000",No,-0.06590330788804066,-0.8750195313901187,-1.011716289970666,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Early Mortality,Raw data,2021/22,435.2,"Early Mortality, per 100,000",No,0.041409691629956,-0.2938798279502086,-0.3744612029431391,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,262.2,"Early Mortality, per 100,000",No,0.19074074074074077,0.5148032019194253,0.5123090031309734,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,265.9,"Early Mortality, per 100,000",No,0.21097922848664696,0.6244021211515335,0.6324908946795375,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Early Mortality,Raw data,2021/22,293.1,"Early Mortality, per 100,000",No,0.2780788177339901,0.9877712895774087,0.8877283355091815,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Early Mortality,Raw data,2021/22,529.6,"Early Mortality, per 100,000",No,-0.0011342155009452792,-0.5242708680318044,-1.2126421112411776,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Early Mortality,Raw data,2021/22,419.1,"Early Mortality, per 100,000",No,0.2920608108108108,1.0634889691377474,0.9929073979081492,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,366,"Early Mortality, per 100,000",No,0.1527777777777778,0.30921967394901595,-0.05484443132033319,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,431.2,"Early Mortality, per 100,000",No,0.19851301115241637,0.5568929295608419,0.2891972899502279,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,270.1,"Early Mortality, per 100,000",No,0.19613095238095235,0.543993197615572,0.27127833470648866,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Early Mortality,Raw data,2021/22,400.8,"Early Mortality, per 100,000",No,0.17868852459016393,0.4495359803246611,0.1400682710970179,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,233.9,"Early Mortality, per 100,000",No,0.3160818713450292,1.1935719232800062,1.1736050002411371,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,628.1,"Early Mortality, per 100,000",No,-0.013064516129032366,-0.5888778718439829,-1.3023873877053929,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,709,"Early Mortality, per 100,000",No,0.01115760111576014,-0.45770612102580915,-1.1201773431768594,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Early Mortality,Raw data,2021/22,457.2,"Early Mortality, per 100,000",No,0.12245681381957774,0.14502040562341534,-0.28293284065042396,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,288.8,"Early Mortality, per 100,000",No,-0.06568265682656826,-0.8738246240349639,-1.6982055427664604,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,163.6,"Early Mortality, per 100,000",No,0.39630996309963107,1.6280368032035266,1.777118063253333,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Early Mortality,Raw data,2021/22,197.4,"Early Mortality, per 100,000",No,0.27692307692307694,0.9815125243287972,0.8790343149786183,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Early Mortality,Raw data,2021/22,277.4,"Early Mortality, per 100,000",No,0.0844884488448846,-0.06059237624455486,-0.5685485613076172,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Early Mortality,Raw data,2021/22,426.4,"Early Mortality, per 100,000",No,0.010672853828306295,-0.460331207419252,-0.5569852805126645,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,519.8,"Early Mortality, per 100,000",No,-0.09201680672268897,-1.0164338151833974,-1.166785666907393,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,491.2,"Early Mortality, per 100,000",No,0.16034188034188035,0.350182095469574,0.3317919314246259,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Early Mortality,Raw data,2021/22,391.3,"Early Mortality, per 100,000",No,0.2672284644194757,0.9290126011078191,0.9665148423895755,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Early Mortality,Raw data,2021/22,362.5,"Early Mortality, per 100,000",No,0.22872340425531912,0.7204934156853561,0.7378608528811121,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,504.7,"Early Mortality, per 100,000",No,0.044128787878787934,-0.2791549130305976,-0.3583144367128743,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Early Mortality,Raw data,2021/22,243.6,"Early Mortality, per 100,000",No,0.28141592920353986,1.005842986188916,1.050764040028978,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,211.2,"Early Mortality, per 100,000",No,0.291275167785235,1.0592344206958673,1.1093110004962383,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Early Mortality,Raw data,2021/22,309,"Early Mortality, per 100,000",No,0.134453781512605,0.20998843632443812,0.17806104377330798,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Early Mortality,Raw data,2021/22,397.7,"Early Mortality, per 100,000",No,0.13731019522776577,0.22545697626634736,-0.1711987894758891,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Early Mortality,Raw data,2021/22,561.1,"Early Mortality, per 100,000",No,-0.016485507246376763,-0.6074038078660272,-0.5160268270229509,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,609.3,"Early Mortality, per 100,000",No,-0.09193548387096762,-1.015993421772119,-1.1424824737772867,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,455,"Early Mortality, per 100,000",No,0.14953271028037385,0.2916464295932139,0.8624103108863226,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,547.6,"Early Mortality, per 100,000",No,0.06712095400340712,-0.15464380381627024,0.17815151600922252,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,423.7,"Early Mortality, per 100,000",No,0.07286652078774625,-0.12352942818477852,0.225856537493355,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,601.3,"Early Mortality, per 100,000",No,0.07776073619631907,-0.09702543608797701,0.26649285066794703,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,617.6,"Early Mortality, per 100,000",No,-0.05753424657534256,-0.8296979596217686,-0.8568515123999407,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,446.7,"Early Mortality, per 100,000",No,0.13430232558139532,0.20916824626971273,0.7359535388134966,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,410.4,"Early Mortality, per 100,000",No,0.2551724137931035,0.8637246144041067,1.7395290556181038,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,597.7,"Early Mortality, per 100,000",No,-0.13415559772296026,-1.2446310011273725,-1.4930329962882694,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Early Mortality,Raw data,2021/22,314.1,"Early Mortality, per 100,000",No,0.25568720379146914,0.8665123932224024,0.8979795570192858,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,465.3,"Early Mortality, per 100,000",No,0.2774844720496894,0.9845526872061517,0.7801740171918983,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Early Mortality,Raw data,2021/22,353.9,"Early Mortality, per 100,000",No,-0.21198630136986285,-1.6661131350630214,-1.24282606656784,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Early Mortality,Raw data,2021/22,379.3,"Early Mortality, per 100,000",No,-0.04779005524861879,-0.7769295486807964,-0.5641971520451111,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Early Mortality,Raw data,2021/22,634.5,"Early Mortality, per 100,000",No,-0.09020618556701021,-1.006628629919922,-0.7395045245106765,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,413.9,"Early Mortality, per 100,000",No,0.2377532228360958,0.7693932331885348,0.6159633536512501,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Early Mortality,Raw data,2021/22,467.2,"Early Mortality, per 100,000",No,-0.2765027322404372,-2.015493542576832,-1.5094747658215912,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,408.5,"Early Mortality, per 100,000",No,0.24351851851851847,0.8006144481221891,0.6397915253865287,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,166.9,"Early Mortality, per 100,000",No,0.5148255813953488,2.2698428432799727,1.7611132482138556,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Early Mortality,Raw data,2021/22,301.1,"Early Mortality, per 100,000",No,0.2727053140096618,0.9586717734440839,0.7604215873425482,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,621.4,"Early Mortality, per 100,000",No,-0.07694974003466193,-0.9348400594770258,-0.6847151644944657,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,585.9,"Early Mortality, per 100,000",No,-0.05188509874326752,-0.7991057283863557,-0.5811221121909403,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,229.8,"Early Mortality, per 100,000",No,0.28411214953271025,1.0204440195170352,0.8075664435253723,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Early Mortality,Raw data,2021/22,306.3,"Early Mortality, per 100,000",No,0.3861723446893788,1.573137838651399,1.2293848534542138,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,796.9,"Early Mortality, per 100,000",No,-0.25694006309148265,-1.9095544317628623,-1.4286215597140697,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Early Mortality,Raw data,2021/22,324,"Early Mortality, per 100,000",No,0.21359223300970875,0.6385525100181182,0.5161051249340812,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,767,"Early Mortality, per 100,000",No,-0.11644832605531286,-1.1487395559913076,-0.8479642227986609,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,515.6,"Early Mortality, per 100,000",No,0.2067692307692307,0.6016034216838918,0.48790541444360686,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Early Mortality,Raw data,2021/22,539.7,"Early Mortality, per 100,000",No,0.05315789473684207,-0.23025894976999675,0.4913860116046755,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Early Mortality,Raw data,2021/22,473.3,"Early Mortality, per 100,000",No,0.018049792531120268,-0.42038234764174887,-0.1172698688814919,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Early Mortality,Raw data,2021/22,451.2,"Early Mortality, per 100,000",No,-0.05915492957746471,-0.8384745593203486,-0.5221549504986716,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,640.9,"Early Mortality, per 100,000",No,0.14546666666666674,0.26962729500134913,0.5509430340963695,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Early Mortality,Raw data,2021/22,428.4,"Early Mortality, per 100,000",No,0.2007462686567164,0.568986847442023,0.8408461067611134,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,445,"Early Mortality, per 100,000",No,0.13592233009708743,0.21794117171256872,0.5008896256335956,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,688.7,"Early Mortality, per 100,000",No,-0.0660990712074303,-0.8760796623890237,-0.5585721446005493,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Early Mortality,Raw data,2021/22,347.5,"Early Mortality, per 100,000",No,0.28350515463917525,1.0171569169851626,1.2748589156982073,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Early Mortality,Raw data,2021/22,408.9,"Early Mortality, per 100,000",No,0.1032894736842106,0.04122214807744931,0.3297529856551954,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,626.8,"Early Mortality, per 100,000",No,-0.12128801431127001,-1.174948263328175,-0.8479997744485854,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,244.3,"Early Mortality, per 100,000",No,0.4559020044543429,1.950749814635551,2.17896051339306,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,599,"Early Mortality, per 100,000",No,-0.19799999999999995,-1.5903721244975657,-1.2503007961777162,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,582.1,"Early Mortality, per 100,000",No,-0.01943957968476351,-0.6234012060237051,-0.3138755571716007,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Early Mortality,Raw data,2021/22,382.8,"Early Mortality, per 100,000",No,-0.20757097791798107,-1.6422025205713675,-1.3004939199872647,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Early Mortality,Raw data,2021/22,357.1,"Early Mortality, per 100,000",No,-0.10557275541795663,-1.0898443063633902,-0.7655841694716619,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Early Mortality,Raw data,2021/22,362,"Early Mortality, per 100,000",No,0.12135922330097082,0.1390765457802776,0.7546545528657705,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,648.5,"Early Mortality, per 100,000",No,-0.06836902800658984,-0.8883723205665984,0.022271753155451726,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,632.6,"Early Mortality, per 100,000",No,-0.042174629324547075,-0.7465199340873981,0.12338651551302933,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,1045.4,"Early Mortality, per 100,000",No,-0.5150724637681161,-3.3074371435613856,-1.7020782615026337,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,793.2,"Early Mortality, per 100,000",No,-0.034159061277705405,-0.7031126594928342,0.15432794952170584,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Early Mortality,Raw data,2021/22,758.4,"Early Mortality, per 100,000",No,-0.6274678111587981,-3.916099646184777,-2.135943110986551,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,533.9,"Early Mortality, per 100,000",No,-0.04891944990176822,-0.7830456397112014,0.09735037938757013,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,485.5,"Early Mortality, per 100,000",No,0.06992337164750961,-0.13946767263064092,0.5561035580622603,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,230.1,"Early Mortality, per 100,000",No,0.16931407942238275,0.3987698820030459,0.9397683223959153,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,441.2,"Early Mortality, per 100,000",No,0.10688259109311748,0.060680211823833985,0.698772329982806,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,343.2,"Early Mortality, per 100,000",No,0.0699186991869919,-0.13949297573773695,-0.13727092483486636,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,223,"Early Mortality, per 100,000",No,0.44110275689223055,1.87060639885173,1.9980922302526924,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Early Mortality,Raw data,2021/22,365.8,"Early Mortality, per 100,000",No,-0.09194029850746266,-1.0160194948148769,-1.068420129175445,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,336.3,"Early Mortality, per 100,000",No,0.17167487684729066,0.4115544758691656,0.44811626534153726,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Early Mortality,Raw data,2021/22,333.1,"Early Mortality, per 100,000",No,0.29278131634819526,1.0673907739163213,1.144822450280747,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,633.7,"Early Mortality, per 100,000",No,-0.09258620689655173,-1.0195173283613301,-1.0721359379419897,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,278.9,"Early Mortality, per 100,000",No,0.20991501416430602,0.6186390057931002,0.668105724956443,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,217,"Early Mortality, per 100,000",No,0.21942446043165464,0.6701361851516732,0.7228120647440922,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,330.6,"Early Mortality, per 100,000",No,-0.06990291262135928,-0.8966788747971385,-0.9416425349367373,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Early Mortality,Raw data,2021/22,495.3,"Early Mortality, per 100,000",No,-0.010816326530612264,-0.5767030911336231,-0.6017267538600505,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,396.6,"Early Mortality, per 100,000",No,-0.12033898305084745,-1.1698089069807207,-1.231793268102264,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Early Mortality,Raw data,2021/22,316,"Early Mortality, per 100,000",No,-0.019354838709677358,-0.6229423022063487,-0.6508474634593859,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Early Mortality,Raw data,2021/22,395.2,"Early Mortality, per 100,000",No,0.12759381898454747,0.172839194321416,0.19452491397985391,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Early Mortality,Raw data,2021/22,346.4,"Early Mortality, per 100,000",No,-0.08930817610062891,-1.0017655755153014,-1.0532779454243946,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Early Mortality,Raw data,2021/22,231.9,"Early Mortality, per 100,000",No,0.04959016393442617,-0.2495795356242921,-0.2542177717538653,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Early Mortality,Raw data,2021/22,322.7,"Early Mortality, per 100,000",No,-0.19077490774907746,-1.5512455695891556,-1.6369999984908883,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,327.2,"Early Mortality, per 100,000",No,0.25466970387243737,0.8610022536880294,0.9255723737423434,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,243.7,"Early Mortality, per 100,000",No,0.20359477124183012,0.584412545679851,0.6317463674148126,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Early Mortality,Raw data,2021/22,357.2,"Early Mortality, per 100,000",No,0.28702594810379245,1.0362233197424322,1.1117127273873724,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,241.5,"Early Mortality, per 100,000",No,0.23333333333333328,0.7454578918374452,0.8028276098799931,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,95.0952034280812,Depopulation Index,Yes,-0.0490479657191879,-0.22244913903992544,-0.5575434148791557,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Depopulation,Raw data,2021/22,100.54643135545274,Depopulation Index,Yes,0.005464313554527367,0.2407732191124116,0.16321451586082147,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Depopulation,Raw data,2021/22,82.73578844896859,Depopulation Index,Yes,-0.17264211551031405,-1.2727000968582347,-2.191697496159191,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Depopulation,Raw data,2021/22,97.37222153313128,Depopulation Index,Yes,-0.026277784668687243,-0.02895774403134353,-0.2564775120184964,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Depopulation,Raw data,2021/22,101.11709303167449,Depopulation Index,Yes,0.011170930316744876,0.2892656415332928,0.23866704405927475,South West Fife
