InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,CPPScore,TypeScore,Strategic Area
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Emergency Admissions,Raw data,2021/22,23863.6363636363,"Emergency Admissions, per 100,000",No,0.33051562344757757,0.9470504473394207,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Emergency Admissions,Raw data,2021/22,22054.054054054,"Emergency Admissions, per 100,000",No,0.6784438782287406,-1.338935541139533,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Emergency Admissions,Raw data,2021/22,25519.2878338278,"Emergency Admissions, per 100,000",No,0.012183639597358138,0.8497621525244573,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Emergency Admissions,Raw data,2021/22,34063.2603406326,"Emergency Admissions, per 100,000",No,-1.6305653127158475,-1.2486992598431816,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Emergency Admissions,Raw data,2021/22,24798.7117552334,"Emergency Admissions, per 100,000",No,0.15072874812037093,0.6818972582889902,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Emergency Admissions,Raw data,2021/22,25146.7710371819,"Emergency Admissions, per 100,000",No,0.08380741611603654,-0.6051870102827656,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,26092.5449871465,"Emergency Admissions, per 100,000",No,0.21972695849688917,-0.09488262082857485,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Emergency Admissions,Raw data,2021/22,30721.8309859154,"Emergency Admissions, per 100,000",No,-0.6564117081045702,-1.0372211254814518,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Emergency Admissions,Raw data,2021/22,30246.9135802469,"Emergency Admissions, per 100,000",No,-0.5665288400642549,-0.16721866889291107,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Emergency Admissions,Raw data,2021/22,33589.2514395393,"Emergency Admissions, per 100,000",No,-1.1990997022124952,-0.8862039870882377,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Emergency Admissions,Raw data,2021/22,30911.9010819165,"Emergency Admissions, per 100,000",No,-0.6923843744111027,-0.5014349104760005,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Emergency Admissions,Raw data,2021/22,33483.6527621195,"Emergency Admissions, per 100,000",No,-1.1791140965588225,-1.2505813097841505,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Emergency Admissions,Raw data,2021/22,24886.191198786,"Emergency Admissions, per 100,000",No,0.44804147608445327,0.6130902807212391,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Emergency Admissions,Raw data,2021/22,20000,"Emergency Admissions, per 100,000",No,1.372802020756488,1.20621831460869,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,17959.1836734693,"Emergency Admissions, per 100,000",No,1.7590469180431543,0.32420509355484173,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Emergency Admissions,Raw data,2021/22,23076.923076923,"Emergency Admissions, per 100,000",No,0.790463560232015,1.3543187008105309,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,19736.8421052631,"Emergency Admissions, per 100,000",No,0.05311084672992172,-0.3649668125481279,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,23512.3367198838,"Emergency Admissions, per 100,000",No,-1.269430552980295,-1.8286702853317347,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Emergency Admissions,Raw data,2021/22,22169.8113207547,"Emergency Admissions, per 100,000",No,-0.799149013275571,0.43822993197304255,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,21354.1666666666,"Emergency Admissions, per 100,000",No,-0.5134317940517781,-0.9919796463043092,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Emergency Admissions,Raw data,2021/22,23200,"Emergency Admissions, per 100,000",No,-1.160020188283611,-0.5488716085771707,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Emergency Admissions,Raw data,2021/22,24822.6950354609,"Emergency Admissions, per 100,000",No,-1.72844408569576,0.02033808510114381,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Emergency Admissions,Raw data,2021/22,21619.4331983805,"Emergency Admissions, per 100,000",No,-0.6063536509101068,-0.3625188600107007,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Emergency Admissions,Raw data,2021/22,16010.498687664,"Emergency Admissions, per 100,000",No,1.3584347691181868,0.8124162094135828,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,19020.979020979,"Emergency Admissions, per 100,000",No,0.30387496166829725,-0.08743727285641673,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Emergency Admissions,Raw data,2021/22,20000,"Emergency Admissions, per 100,000",No,-0.03907236261763043,-0.13857092829682244,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Emergency Admissions,Raw data,2021/22,23212.7096204766,"Emergency Admissions, per 100,000",No,-1.1644723199830744,-0.963084167133534,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Emergency Admissions,Raw data,2021/22,16125,"Emergency Admissions, per 100,000",No,1.3183253950247678,0.8522411735154191,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Emergency Admissions,Raw data,2021/22,21372.0316622691,"Emergency Admissions, per 100,000",No,-0.5196898340443264,1.5535249361533214,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Emergency Admissions,Raw data,2021/22,18098.7202925045,"Emergency Admissions, per 100,000",No,0.6269386855385989,1.4622284278743698,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Emergency Admissions,Raw data,2021/22,14393.3054393305,"Emergency Admissions, per 100,000",No,1.9249314114310436,2.0546108208780463,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Emergency Admissions,Raw data,2021/22,19447.6409666283,"Emergency Admissions, per 100,000",No,0.15441690533392272,1.1822127143296934,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Emergency Admissions,Raw data,2021/22,19164.6191646191,"Emergency Admissions, per 100,000",No,0.25355836582713526,0.3828248626615381,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,15911.1933395004,"Emergency Admissions, per 100,000",No,1.3932210547747463,1.1181806835210033,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Emergency Admissions,Raw data,2021/22,18256.7726737338,"Emergency Admissions, per 100,000",No,0.5715735377009995,1.2358890400736107,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Emergency Admissions,Raw data,2021/22,20340.4255319148,"Emergency Admissions, per 100,000",No,-0.1583221313054678,0.11958683199024482,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,598,"Early Mortality, per 100,000",No,-1.7413805403843108,-3.312078479460454,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,537.3,"Early Mortality, per 100,000",No,-1.2252427246485875,-1.1283904550680448,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Early Mortality,Raw data,2021/22,418.9,"Early Mortality, per 100,000",No,-0.21847637566819947,-0.6464839594664755,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Early Mortality,Raw data,2021/22,435.2,"Early Mortality, per 100,000",No,-0.35707681053627666,-1.1952748290505022,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,262.2,"Early Mortality, per 100,000",No,1.1139584797813515,0.34914593500339897,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,265.9,"Early Mortality, per 100,000",No,1.0824970313757145,-0.20925577402285828,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Early Mortality,Raw data,2021/22,293.1,"Early Mortality, per 100,000",No,0.5674784592693809,-0.11606202132462357,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Early Mortality,Raw data,2021/22,529.6,"Early Mortality, per 100,000",No,-0.9960416294704895,0.16999846054840814,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Early Mortality,Raw data,2021/22,419.1,"Early Mortality, per 100,000",No,-0.2655174442453069,1.1846668060410301,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,366,"Early Mortality, per 100,000",No,0.08553082937874026,1.713882813665891,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,431.2,"Early Mortality, per 100,000",No,-0.345511495297114,1.3291304818344447,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,270.1,"Early Mortality, per 100,000",No,0.719533267053808,-0.06999096948973961,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Early Mortality,Raw data,2021/22,400.8,"Early Mortality, per 100,000",No,-0.1445347058776974,-0.5344645132877678,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,233.9,"Early Mortality, per 100,000",No,0.9588543123492979,0.7796296933220324,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,628.1,"Early Mortality, per 100,000",No,-1.647232871503797,0.22472849245678814,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,709,"Early Mortality, per 100,000",No,-2.182069130189021,-0.4369988678329097,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Early Mortality,Raw data,2021/22,457.2,"Early Mortality, per 100,000",No,-0.5173995388795098,0.8397926522595724,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,288.8,"Early Mortality, per 100,000",No,0.5959060972464695,0.35801748194674676,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Early Mortality,Raw data,2021/22,163.6,"Early Mortality, per 100,000",No,1.4236131378816992,1.3195083537898389,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Early Mortality,Raw data,2021/22,197.4,"Early Mortality, per 100,000",No,1.2001586812245844,1.1389815313043536,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Early Mortality,Raw data,2021/22,277.4,"Early Mortality, per 100,000",No,0.671272393278751,0.6249035558144507,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Early Mortality,Raw data,2021/22,426.4,"Early Mortality, per 100,000",No,-0.2822495818958423,1.103593705037004,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,519.8,"Early Mortality, per 100,000",No,-1.0764385767840876,0.9036053542925543,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,491.2,"Early Mortality, per 100,000",No,-0.8332500837026765,1.1130521226667172,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Early Mortality,Raw data,2021/22,391.3,"Early Mortality, per 100,000",No,0.01620902324952589,-0.498407970954405,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Early Mortality,Raw data,2021/22,362.5,"Early Mortality, per 100,000",No,0.26109813516367447,0.5564433375191706,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,504.7,"Early Mortality, per 100,000",No,-0.9480418549124336,-0.9985264316040667,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Early Mortality,Raw data,2021/22,243.6,"Early Mortality, per 100,000",No,1.2721160312259057,1.0633695974615394,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,211.2,"Early Mortality, per 100,000",No,1.547616282129323,1.4423114573160145,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Early Mortality,Raw data,2021/22,309,"Early Mortality, per 100,000",No,0.71601367292086,1.4338256284273705,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Early Mortality,Raw data,2021/22,397.7,"Early Mortality, per 100,000",No,-0.1240403622197962,-0.1691877295555511,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Early Mortality,Raw data,2021/22,561.1,"Early Mortality, per 100,000",No,-0.4071390574818287,-0.3821363184084017,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,609.3,"Early Mortality, per 100,000",No,-0.9833017870949844,0.24816878892585523,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,455,"Early Mortality, per 100,000",No,0.8611361626832318,-0.026596082001205334,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,547.6,"Early Mortality, per 100,000",No,-0.24576567885573716,-1.209439420808637,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,423.7,"Early Mortality, per 100,000",No,1.2352833294237258,0.8544174477715126,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,601.3,"Early Mortality, per 100,000",No,-0.8876731182795228,-1.263985370568084,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,617.6,"Early Mortality, per 100,000",No,-1.0825165309910267,-1.7602576345796492,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,446.7,"Early Mortality, per 100,000",No,0.9603509065792735,0.5800747404414972,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,410.4,"Early Mortality, per 100,000",No,1.3942659913294309,0.8455989600971378,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,597.7,"Early Mortality, per 100,000",No,-0.8446402173125661,0.3331192264482424,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Early Mortality,Raw data,2021/22,314.1,"Early Mortality, per 100,000",No,0.6726478926860627,0.48699003593983653,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,465.3,"Early Mortality, per 100,000",No,-0.05677395300511355,-0.5618345780464327,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Early Mortality,Raw data,2021/22,353.9,"Early Mortality, per 100,000",No,0.5661606483916637,0.7589957467042162,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Early Mortality,Raw data,2021/22,379.3,"Early Mortality, per 100,000",No,0.4241270857751631,-0.13829830255243897,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Early Mortality,Raw data,2021/22,634.5,"Early Mortality, per 100,000",No,-1.002918787442588,-1.245366216839867,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,413.9,"Early Mortality, per 100,000",No,0.23064829575426132,1.6791442623633186,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Early Mortality,Raw data,2021/22,467.2,"Early Mortality, per 100,000",No,-0.06739851083863116,0.34589550204461855,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,408.5,"Early Mortality, per 100,000",No,0.2608444074916274,0.8827552511282326,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,166.9,"Early Mortality, per 100,000",No,1.6118408141115677,2.0381241299799915,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Early Mortality,Raw data,2021/22,301.1,"Early Mortality, per 100,000",No,0.8614115187125775,1.5808017782717796,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,621.4,"Early Mortality, per 100,000",No,-0.9296652571167551,0.27953162365507006,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,585.9,"Early Mortality, per 100,000",No,-0.7311537818062921,0.07229495310617513,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,229.8,"Early Mortality, per 100,000",No,1.2601120310966907,0.753236147841948,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Early Mortality,Raw data,2021/22,306.3,"Early Mortality, per 100,000",No,0.8323337814840026,1.1211797751299546,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,796.9,"Early Mortality, per 100,000",No,-1.911038888581157,-1.3007823602820034,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Early Mortality,Raw data,2021/22,324,"Early Mortality, per 100,000",No,0.733357637455969,1.6113560741405772,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,767,"Early Mortality, per 100,000",No,-1.7438418995168516,-0.9114140334299738,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,515.6,"Early Mortality, per 100,000",No,-0.3380451419661359,0.9343632713265217,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Early Mortality,Raw data,2021/22,539.7,"Early Mortality, per 100,000",No,0.2164818879842251,-0.8651689703643115,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Early Mortality,Raw data,2021/22,473.3,"Early Mortality, per 100,000",No,0.027164177671480265,-0.3562145615135545,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Early Mortality,Raw data,2021/22,451.2,"Early Mortality, per 100,000",No,0.19593117710031738,0.8281672797082558,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,640.9,"Early Mortality, per 100,000",No,-1.2527158722956266,0.12002997315260885,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Early Mortality,Raw data,2021/22,428.4,"Early Mortality, per 100,000",No,0.37004373759703607,-0.6520120360709692,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,445,"Early Mortality, per 100,000",No,0.24327757513012674,1.1477958239074517,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,688.7,"Early Mortality, per 100,000",No,-1.6177413280738355,-0.27095355987393765,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Early Mortality,Raw data,2021/22,347.5,"Early Mortality, per 100,000",No,0.9878378667279367,0.7399668657247017,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Early Mortality,Raw data,2021/22,408.9,"Early Mortality, per 100,000",No,0.5189557959165981,0.3929834307778946,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,626.8,"Early Mortality, per 100,000",No,-1.1450409993568662,-1.241091191391628,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,244.3,"Early Mortality, per 100,000",No,1.7759262984499262,0.4570378053776933,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,599,"Early Mortality, per 100,000",No,-0.93274585980385,0.4627540324373843,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,582.1,"Early Mortality, per 100,000",No,-0.8036887425935632,0.4473629182886951,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Early Mortality,Raw data,2021/22,382.8,"Early Mortality, per 100,000",No,0.7182688585904731,1.2969879726457885,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Early Mortality,Raw data,2021/22,357.1,"Early Mortality, per 100,000",No,0.9145273149398445,0.3545938907024841,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Early Mortality,Raw data,2021/22,362,"Early Mortality, per 100,000",No,1.0092079023018818,0.562560788459355,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Early Mortality,Raw data,2021/22,648.5,"Early Mortality, per 100,000",No,-0.268878778069579,-1.5262333708855234,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,632.6,"Early Mortality, per 100,000",No,-0.1979483130856132,0.18792041926391248,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Early Mortality,Raw data,2021/22,1045.4,"Early Mortality, per 100,000",No,-2.039463781348577,-3.188606828295882,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,793.2,"Early Mortality, per 100,000",No,-0.9143906197790046,-1.276704701232069,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Early Mortality,Raw data,2021/22,758.4,"Early Mortality, per 100,000",No,-0.7591465832103242,-2.227443314954985,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Early Mortality,Raw data,2021/22,533.9,"Early Mortality, per 100,000",No,0.2423558940790054,0.4106836748890438,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Early Mortality,Raw data,2021/22,485.5,"Early Mortality, per 100,000",No,0.4582700139044109,-0.6230523327635249,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,230.1,"Early Mortality, per 100,000",No,1.5976184891814478,1.1992642550582464,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Early Mortality,Raw data,2021/22,441.2,"Early Mortality, per 100,000",No,0.6558938880421272,1.4792178016425266,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,343.2,"Early Mortality, per 100,000",No,-0.06577920719752768,-0.18761496014714912,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,223,"Early Mortality, per 100,000",No,1.1629170950779695,1.2863274064990802,North East Fife
