InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,CPPScore,TypeScore,Strategic Area
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Attainment,Imputed,2021/22,5.855058918077694,Average Highest Attainment,Yes,0.38603077390331253,0.06386578622860026,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Attainment,Imputed,2021/22,5.164601846742844,Average Highest Attainment,Yes,-1.244131610283549,-1.1078324932088155,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,5.377331642831117,Average Highest Attainment,Yes,-0.5561581883513331,0.46145840791085,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,5.354021760281294,Average Highest Attainment,Yes,-0.6315429250338485,0.3918810652492038,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Attainment,Imputed,2021/22,5.398770613775153,Average Highest Attainment,Yes,-0.4868240260746319,-1.5981333428458755,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Attainment,Imputed,2021/22,5.405694192475759,Average Highest Attainment,Yes,-0.4644330013180601,-0.9704004058580994,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Attainment,Imputed,2021/22,5.168440061293876,Average Highest Attainment,Yes,-1.231718729496093,-1.1538133583578032,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Attainment,Imputed,2021/22,6.025644045909247,Average Highest Attainment,Yes,1.5405001577210737,0.2582371208760983,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Attainment,Imputed,2021/22,5.890014780175744,Average Highest Attainment,Yes,1.101871757860659,-0.18839804136155616,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Attainment,Imputed,2021/22,5.677981446068007,Average Highest Attainment,Yes,0.4161507111988837,0.9450831514102189,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Attainment,Imputed,2021/22,5.135275253244519,Average Highest Attainment,Yes,-1.3916998823307793,-2.5377457268027954,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Attainment,Imputed,2021/22,5.098149840219616,Average Highest Attainment,Yes,-0.4071707381453445,-0.9947395680512874,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,4.689609287665382,Average Highest Attainment,Yes,-1.7673753500587042,-1.591314438934939,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Attainment,Imputed,2021/22,5.60962180719982,Average Highest Attainment,Yes,1.2957361679163628,0.4294793524811887,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Attainment,Imputed,2021/22,5.244110174750327,Average Highest Attainment,Yes,0.07879306384156969,-0.9235407143434148,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Attainment,Imputed,2021/22,5.04937684430302,Average Highest Attainment,Yes,-0.5695567083209206,-1.0397634188693279,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Attainment,Imputed,2021/22,5.272028827232902,Average Highest Attainment,Yes,0.17174608803410427,-0.28649660463446086,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Attainment,Imputed,2021/22,4.957142241506386,Average Highest Attainment,Yes,-0.8766447839540593,-1.6194547808447732,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Attainment,Imputed,2021/22,5.5393659979228005,Average Highest Attainment,Yes,1.061824809068771,0.6179472554301493,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Attainment,Imputed,2021/22,5.611187507333327,Average Highest Attainment,Yes,1.3009490471009495,0.4350982649401592,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,5.133852457899115,Average Highest Attainment,Yes,-0.28830159548272577,-0.2652992085114179,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Attainment,Imputed,2021/22,6.052068019246378,Average Highest Attainment,Yes,1.6259559410296252,1.2333696799211187,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Attainment,Imputed,2021/22,5.711653263274337,Average Highest Attainment,Yes,0.5738685066583927,0.21027869300744947,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Attainment,Imputed,2021/22,5.611027087868518,Average Highest Attainment,Yes,0.3618836782366949,0.6008962696515985,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Attainment,Imputed,2021/22,5.790418981548505,Average Highest Attainment,Yes,0.7398008518610499,0.5849229661699616,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Attainment,Imputed,2021/22,5.364668968339643,Average Highest Attainment,Yes,-0.1571083582588181,0.3288846388759572,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,5.858472204386236,Average Highest Attainment,Yes,0.8831656444572081,1.8976081460394911,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Attainment,Imputed,2021/22,5.988617878474866,Average Highest Attainment,Yes,1.1573379289571422,1.1735767230959577,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Attainment,Imputed,2021/22,5.500493974310452,Average Highest Attainment,Yes,0.12902833003305456,0.037846416697335225,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Attainment,Imputed,2021/22,6.15547584722576,Average Highest Attainment,Yes,1.5088504229359792,0.7763847716636015,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Attainment,Imputed,2021/22,5.38566628403667,Average Highest Attainment,Yes,-0.112874217913133,-1.2795522620629571,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,4.973625887988784,Average Highest Attainment,Yes,-0.9809019682152544,-0.42274549033430786,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Attainment,Imputed,2021/22,4.75694503330043,Average Highest Attainment,Yes,-1.4373741894651684,-1.0602361665408484,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Attainment,Imputed,2021/22,5.751984298783143,Average Highest Attainment,Yes,0.6588321615714801,-1.0530010160195948,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Attainment,Imputed,2021/22,5.7649690182171485,Average Highest Attainment,Yes,0.6861865105787891,0.7218730715493752,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Attainment,Imputed,2021/22,4.743253588947489,Average Highest Attainment,Yes,-1.4662173654111712,-1.1003446935967172,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Attainment,Imputed,2021/22,5.6005351406821795,Average Highest Attainment,Yes,0.33978074512673967,-0.311834077180867,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,4.61053166190647,Average Highest Attainment,Yes,-1.745816931012475,-1.6325071156633997,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,4.89884399983465,Average Highest Attainment,Yes,-1.1384417501405049,-0.9667726706872586,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Attainment,Imputed,2021/22,4.756822076645139,Average Highest Attainment,Yes,-0.48533411516789116,-2.963977791593669,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Attainment,Imputed,2021/22,5.012791112276708,Average Highest Attainment,Yes,-1.7720594462969639,-2.03368947927241,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Attainment,Imputed,2021/22,5.621302680305899,Average Highest Attainment,Yes,0.5546661724547759,1.2173319512512075,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,5.379111412867588,Average Highest Attainment,Yes,-0.37138463116715176,0.9282559643503381,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Attainment,Imputed,2021/22,5.643853416531006,Average Highest Attainment,Yes,0.6408919378360401,-0.17475224256809652,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Attainment,Imputed,2021/22,5.457560358851304,Average Highest Attainment,Yes,-0.07142456142591791,0.11612424127949353,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,5.236345978134852,Average Highest Attainment,Yes,-0.9172674243911438,0.45258840492201824,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Attainment,Imputed,2021/22,5.552186676039773,Average Highest Attainment,Yes,0.2903918574855752,-0.4916927328827482,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Attainment,Imputed,2021/22,5.380357866969209,Average Highest Attainment,Yes,-0.366618646684337,-0.2228918981068376,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Attainment,Imputed,2021/22,5.712810917076598,Average Highest Attainment,Yes,0.9045601925647964,0.8833809099792383,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Attainment,Imputed,2021/22,5.759625841748785,Average Highest Attainment,Yes,1.0835633377761384,-1.0183551104206485,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,5.136734917300468,Average Highest Attainment,Yes,-1.2981436793899337,0.1207030974744668,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,5.182827174711659,Average Highest Attainment,Yes,-1.121903749404621,-0.11911526073132261,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Attainment,Imputed,2021/22,5.817596944645111,Average Highest Attainment,Yes,1.305223627149147,1.0589839219721289,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Attainment,Imputed,2021/22,5.774256340736147,Average Highest Attainment,Yes,1.139505013493606,0.08981660181277709,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Attainment,Imputed,2021/22,5.312658051380597,Average Highest Attainment,Yes,0.6656959816492097,-1.2744236125286974,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Attainment,Imputed,2021/22,4.797045452105951,Average Highest Attainment,Yes,-0.4020391903062827,-1.8693149699000389,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,4.881670510701901,Average Highest Attainment,Yes,-0.2267968637634419,-0.7291235010358891,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,4.248327082894272,Average Highest Attainment,Yes,-1.538330086086529,-2.8393046043904726,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Attainment,Imputed,2021/22,4.555358447686779,Average Highest Attainment,Yes,-0.9025267958961039,-1.6507758360424547,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Attainment,Imputed,2021/22,5.623551111705351,Average Highest Attainment,Yes,1.30949610540996,-0.22373901752649947,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Attainment,Imputed,2021/22,5.0161138241678644,Average Highest Attainment,Yes,0.05160954954722914,-0.3010117784790782,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Attainment,Imputed,2021/22,5.231317083293779,Average Highest Attainment,Yes,0.49725437904022535,-0.9281632004908169,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,5.872618651808352,Average Highest Attainment,Yes,1.825267390158483,0.5587961813775539,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Attainment,Imputed,2021/22,4.607623260751736,Average Highest Attainment,Yes,-0.7942963545848586,-1.8360333848946675,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,5.8476837672003645,Average Highest Attainment,Yes,0.19320579813659314,0.4727515683599771,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,5.442794106914337,Average Highest Attainment,Yes,-0.6176607556155971,-0.9244305193794238,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Attainment,Imputed,2021/22,5.635375418790191,Average Highest Attainment,Yes,-0.23198100136468772,0.4389178725017872,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,5.966136599702487,Average Highest Attainment,Yes,0.4304295395513016,0.8815053401827663,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Attainment,Imputed,2021/22,5.87093493566983,Average Highest Attainment,Yes,0.23977057046055916,-0.27337946636313076,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Attainment,Imputed,2021/22,5.632780871287749,Average Highest Attainment,Yes,-0.23717706339888522,0.9339845219113019,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Attainment,Imputed,2021/22,6.108013834053491,Average Highest Attainment,Yes,0.7145649852251169,0.7254867678801389,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Attainment,Imputed,2021/22,5.950352511127252,Average Highest Attainment,Yes,0.39881897805146294,-0.020100342534940984,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,5.869240438743255,Average Highest Attainment,Yes,0.23637702644606157,0.5471387367794693,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Attainment,Imputed,2021/22,5.607443705837279,Average Highest Attainment,Yes,-0.28791943112484225,-0.21461805491132271,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Attainment,Imputed,2021/22,5.894534414268364,Average Highest Attainment,Yes,0.28703289834520695,-0.169451055734306,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Attainment,Imputed,2021/22,6.010034861705054,Average Highest Attainment,Yes,0.5183439417135749,1.5445712267532832,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Attainment,Imputed,2021/22,5.151759508099237,Average Highest Attainment,Yes,-1.2005114562166952,-0.26970992039942177,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Attainment,Imputed,2021/22,4.089665218649711,Average Highest Attainment,Yes,-3.3275520322527097,-3.0932003790467717,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Attainment,Imputed,2021/22,6.026916244249651,Average Highest Attainment,Yes,0.5521520376694937,0.7282835622956638,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Attainment,Imputed,2021/22,6.391654199529028,Average Highest Attainment,Yes,1.2826073637232112,2.0260807321078778,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Attainment,Imputed,2021/22,5.477500627618166,Average Highest Attainment,Yes,-0.5481545182472177,-0.35755517964681055,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,6.239269263322285,Average Highest Attainment,Yes,0.9774282984479474,1.8240240128417478,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Attainment,Imputed,2021/22,5.526292915910356,Average Highest Attainment,Yes,-0.4504389217826847,-0.004472974231967089,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Attainment,Imputed,2021/22,6.285824478833372,Average Highest Attainment,Yes,1.070663742232799,1.4708957239985136,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,93.61702127659576,Participation Rate (%),Yes,0.3128875983698215,-0.23121312786368797,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,91.0891089108911,Participation Rate (%),Yes,-0.6404184393525484,-0.2196058265789096,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2021/22,95.86776859504133,Participation Rate (%),Yes,1.161671376308848,0.9850766788798634,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Participation Rate,Raw data,2021/22,87.76978417266187,Participation Rate (%),Yes,-1.8921755639445936,-1.9940036638693601,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,92.85714285714286,Participation Rate (%),Yes,0.02632834298303292,-0.7574315258343952,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,94.77124183006536,Participation Rate (%),Yes,0.7481579967481706,-0.09044944099458332,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Participation Rate,Raw data,2021/22,93.86503067484662,Participation Rate (%),Yes,0.27796107416538895,-1.1332969105359807,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Participation Rate,Raw data,2021/22,91.30434782608695,Participation Rate (%),Yes,-0.32228851550381943,0.33739651891258826,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2021/22,89.59537572254335,Participation Rate (%),Yes,-0.7228886149675415,-0.05354324882077969,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,96.20253164556962,Participation Rate (%),Yes,0.8258946065071531,1.941204853305112,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,88.88888888888889,Participation Rate (%),Yes,-0.8884961724255844,-0.3611811920235692,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.08196721311477,Participation Rate (%),Yes,0.5632231315508787,-0.06162012187522275,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2021/22,94.9748743718593,Participation Rate (%),Yes,0.5381195018486532,0.3718241269533457,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,94.46640316205531,Participation Rate (%),Yes,0.4189287808301232,-0.12238352404123663,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,84,Participation Rate (%),Yes,-2.034500470035236,-0.5465243633854077,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,85.4054054054054,Participation Rate (%),Yes,-1.7050594311646483,-0.17218997162252356,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Participation Rate,Raw data,2021/22,88.63636363636364,Participation Rate (%),Yes,-0.9476906092855855,-1.0767725020180936,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,96.1089494163424,Participation Rate (%),Yes,0.8039579989646847,0.6055666777461189,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,98.77300613496932,Participation Rate (%),Yes,1.4284394543647052,1.7862339623573198,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Participation Rate,Raw data,2021/22,97.31182795698923,Participation Rate (%),Yes,1.0859247215499872,0.999196924215342,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2021/22,94.2528735632184,Participation Rate (%),Yes,0.36887531397999335,3.352469167368851e-4,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2021/22,93.43065693430655,Participation Rate (%),Yes,0.24260737223115236,1.1996523216808679,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,90.51724137931036,Participation Rate (%),Yes,-0.8560765365355719,0.7980810865971876,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,91.6083916083916,Participation Rate (%),Yes,-0.4445907130721743,1.0602017365156957,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Participation Rate,Raw data,2021/22,93.29608938547486,Participation Rate (%),Yes,0.19186033743550707,-0.5871607858079154,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Participation Rate,Raw data,2021/22,89.32038834951457,Participation Rate (%),Yes,-1.3074241524773882,-1.529191570349337,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,91.66666666666666,Participation Rate (%),Yes,-0.42261449045626504,0.028773494099467563,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Participation Rate,Raw data,2021/22,98.08917197452227,Participation Rate (%),Yes,1.9993892033213174,1.167390247664999,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,96.47887323943662,Participation Rate (%),Yes,1.3921262587983463,0.614295539186998,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Participation Rate,Raw data,2021/22,92.38095238095238,Participation Rate (%),Yes,-0.15324879039268627,-0.10145571099480814,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Participation Rate,Raw data,2021/22,94,Participation Rate (%),Yes,0.309599229620871,0.334991680627005,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Participation Rate,Raw data,2021/22,89.65517241379311,Participation Rate (%),Yes,0.05588053656452558,-0.5725293493219891,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,87.12121212121212,Participation Rate (%),Yes,-0.6884817221643851,-0.017727197679592428,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,93.9516129032258,Participation Rate (%),Yes,1.3179792981639031,0.9921625846520448,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,86.57718120805369,Participation Rate (%),Yes,-0.8482932553295298,-1.3427182681677967,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,95.13888888888889,Participation Rate (%),Yes,1.6667469710474465,1.7760104391693057,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,91.66666666666666,Participation Rate (%),Yes,0.6467660409163357,0.5666448259871848,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,84.24242424242424,Participation Rate (%),Yes,-1.5341386387821805,-1.9238877302883308,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,87.03071672354949,Participation Rate (%),Yes,-0.7150651531699749,-1.048044006356992,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,89.6103896103896,Participation Rate (%),Yes,0.042725386189341956,-0.8382030900647313,Cowdenbeath
