CPP,Indicator,Type,Year,value,IndicatorFullName,FG
Angus,Dwelling Fires,Raw data,2014/15,97.65290389,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2014/15,94.6948089,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2014/15,93.76831412,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2014/15,63.35022673,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2014/15,143.7926146,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2014/15,90.06796037,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2014/15,68.40970856,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2014/15,73.46459007,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2014/15,73.58510984,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2014/15,134.5892288,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2014/15,84.40366972,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2014/15,78.00114148,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2014/15,69.43498979,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2014/15,156.2604229,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2014/15,67.78788399,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2014/15,140.1927651,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2014/15,82.34748318,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2014/15,61.20080194,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2014/15,120.1641266,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2014/15,101.7751479,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2014/15,64.87488415,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2014/15,88.63224334,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2014/15,138.8968605,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2014/15,103.4856758,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2014/15,73.65836549,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2014/15,51.67958656,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2014/15,79.09002044,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2014/15,95.46463685,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2014/15,93.96853147,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2014/15,108.1261844,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2014/15,98.19413093,Dwelling Fires,3
Aberdeen City,Dwelling Fires,Raw data,2015/16,144.9967441,Dwelling Fires,1
Aberdeenshire,Dwelling Fires,Raw data,2015/16,73.29363262,Dwelling Fires,1
Angus,Dwelling Fires,Raw data,2015/16,81.26603935,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2015/16,73.65634711,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2015/16,146.0280374,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2015/16,62.80483731,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2015/16,172.7278861,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2015/16,85.20399803,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2015/16,71.9895288,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2015/16,82.48423096,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2015/16,76.39337207,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2015/16,126.9020268,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2015/16,73.88252678,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2015/16,84.56392781,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2015/16,75.7987394,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2015/16,158.3270112,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2015/16,55.9566016,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2015/16,162.2641509,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2015/16,78.95640233,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2015/16,52.35053921,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2015/16,129.2881804,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2015/16,99.33187489,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2015/16,50.76142132,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2015/16,82.03828453,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2015/16,138.6342805,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2015/16,105.6579192,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2015/16,95.58888012,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2015/16,81.89655172,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2015/16,89.85765125,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2015/16,92.97030642,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2015/16,116.3416999,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2015/16,174.1265766,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2015/16,84.01008121,Dwelling Fires,3
Aberdeen City,Dwelling Fires,Raw data,2016/17,152.2798468,Dwelling Fires,1
Aberdeenshire,Dwelling Fires,Raw data,2016/17,70.17811511,Dwelling Fires,1
Angus,Dwelling Fires,Raw data,2016/17,84.10573292,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2016/17,90.66911512,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2016/17,140.2142162,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2016/17,78.25040128,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2016/17,173.3324341,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2016/17,119.4762684,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2016/17,75.32081086,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2016/17,56.68171774,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2016/17,68.22300394,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2016/17,114.557249,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2016/17,85.50185874,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2016/17,72.78203037,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2016/17,73.1779764,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2016/17,151.0397191,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2016/17,68.57775695,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2016/17,165.48762,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2016/17,88.02618215,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2016/17,57.24992193,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2016/17,122.1576275,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2016/17,104.0101358,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2016/17,32.03661327,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2016/17,96.89408017,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2016/17,116.5236173,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2016/17,102.4848743,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2016/17,79.45516459,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2016/17,38.79310345,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2016/17,86.24522095,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2016/17,78.52412488,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2016/17,90.66666667,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2016/17,159.1364345,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2016/17,75.50102704,Dwelling Fires,3
Aberdeen City,Dwelling Fires,Raw data,2017/18,121.0664336,Dwelling Fires,1
Aberdeenshire,Dwelling Fires,Raw data,2017/18,64.17112299,Dwelling Fires,1
Angus,Dwelling Fires,Raw data,2017/18,68.7994496,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2017/18,100.2188688,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2017/18,99.12536443,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2017/18,69.70509383,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2017/18,143.9042432,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2017/18,71.34656388,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2017/18,61.9624526,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2017/18,72.49141549,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2017/18,88.64499789,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2017/18,102.4921572,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2017/18,63.07977737,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2017/18,76.18809717,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2017/18,81.85024636,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2017/18,154.9064442,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2017/18,65.05655243,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2017/18,130.7770442,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2017/18,77.7000777,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2017/18,40.7183128,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2017/18,119.3018632,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2017/18,90.30474173,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2017/18,31.81818182,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2017/18,76.77035076,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2017/18,126.109823,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2017/18,98.01282997,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2017/18,86.9414015,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2017/18,56.32582322,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2017/18,94.07170749,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2017/18,87.37467392,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2017/18,92.55319149,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2017/18,176.3196072,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2017/18,93.21052341,Dwelling Fires,3
Aberdeen City,Dwelling Fires,Raw data,2018/19,126.9994726665495,Dwelling Fires,1
Aberdeenshire,Dwelling Fires,Raw data,2018/19,65.017019160898,Dwelling Fires,1
Angus,Dwelling Fires,Raw data,2018/19,71.52705963460876,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2018/19,105.49501507071643,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2018/19,89.49416342412451,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2018/19,56.45540694939176,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2018/19,136.47058823529412,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2018/19,72.22586999343402,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2018/19,64.6173728422413,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2018/19,70.89516967577275,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2018/19,63.04507723021961,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2018/19,99.32497589199616,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2018/19,85.72493477450615,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2018/19,78.5830111014095,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2018/19,71.79156247479229,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2018/19,142.8776679810348,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2018/19,64.53256347117264,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2018/19,117.72232885476647,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2018/19,62.40420407269543,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2018/19,60.72026800670017,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2018/19,133.05736250739207,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2018/19,100.82897289670174,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2018/19,31.54574132492114,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2018/19,74.69099081234715,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2018/19,123.74149277237191,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2018/19,94.61024990345892,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2018/19,90.22295480176976,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2018/19,17.398869073510223,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2018/19,84.40693025322079,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2018/19,81.18613253087581,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2018/19,74.20756917205556,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2018/19,163.8056771008639,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2018/19,87.8445152080817,Dwelling Fires,3
Aberdeen City,Dwelling Fires,Raw data,2019/20,127.69493156076445,Dwelling Fires,1
Aberdeenshire,Dwelling Fires,Raw data,2019/20,63.93323379656216,Dwelling Fires,1
Angus,Dwelling Fires,Raw data,2019/20,76.592082616179,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2019/20,102.4804937696518,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2019/20,97.01202949165696,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2019/20,65.83366921940078,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2019/20,125.90409858023038,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2019/20,87.69772969428735,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2019/20,64.43298969072166,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2019/20,55.09384629750677,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2019/20,70.13503611430964,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2019/20,92.01226830244032,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2019/20,74.8502994011976,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2019/20,72.72049226179378,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2019/20,63.17762013117387,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2019/20,142.6269901440485,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2019/20,51.30814569817242,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2019/20,114.39588688946014,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2019/20,80.0346095608912,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2019/20,85.57712377374243,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2019/20,124.68457770521005,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2019/20,80.85068986729942,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2019/20,49.39380332285585,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2019/20,73.05034550839092,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2019/20,91.56895589056394,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2019/20,89.50634232057548,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2019/20,88.30404294000519,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2019/20,52.356020942408385,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2019/20,87.02601900364088,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2019/20,77.68383614638255,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2019/20,55.1958390828999,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2019/20,129.31519172382772,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2019/20,71.54560349535772,Dwelling Fires,3
Aberdeen City,Dwelling Fires,Raw data,2020/21,106.0857417270584,Dwelling Fires,1
Aberdeenshire,Dwelling Fires,Raw data,2020/21,65.9559782191886,Dwelling Fires,1
Angus,Dwelling Fires,Raw data,2020/21,69.07269901571404,Dwelling Fires,2
Argyll and Bute,Dwelling Fires,Raw data,2020/21,100.6672129228608,Dwelling Fires,2
Clackmannanshire,Dwelling Fires,Raw data,2020/21,107.23337882628194,Dwelling Fires,3
Dumfries and Galloway,Dwelling Fires,Raw data,2020/21,49.90221862566593,Dwelling Fires,3
Dundee City,Dwelling Fires,Raw data,2020/21,140.43811315683374,Dwelling Fires,4
East Ayrshire,Dwelling Fires,Raw data,2020/21,89.63815789473684,Dwelling Fires,4
East Dunbartonshire,Dwelling Fires,Raw data,2020/21,68.04597701149426,Dwelling Fires,1
East Lothian,Dwelling Fires,Raw data,2020/21,45.41241890639481,Dwelling Fires,2
East Renfrewshire,Dwelling Fires,Raw data,2020/21,55.17384967728503,Dwelling Fires,1
"Edinburgh, City of",Dwelling Fires,Raw data,2020/21,79.98180508699443,Dwelling Fires,1
Eilean Siar,Dwelling Fires,Raw data,2020/21,83.0188679245283,Dwelling Fires,4
Falkirk,Dwelling Fires,Raw data,2020/21,67.88739412057798,Dwelling Fires,3
Fife,Dwelling Fires,Raw data,2020/21,66.01983267848074,Dwelling Fires,3
Glasgow City,Dwelling Fires,Raw data,2020/21,125.07079478950352,Dwelling Fires,4
Highland,Dwelling Fires,Raw data,2020/21,56.067620948902,Dwelling Fires,2
Inverclyde,Dwelling Fires,Raw data,2020/21,142.74591227614846,Dwelling Fires,4
Midlothian,Dwelling Fires,Raw data,2020/21,63.33870101986045,Dwelling Fires,2
Moray,Dwelling Fires,Raw data,2020/21,53.285968028419184,Dwelling Fires,2
North Ayrshire,Dwelling Fires,Raw data,2020/21,113.96648044692738,Dwelling Fires,4
North Lanarkshire,Dwelling Fires,Raw data,2020/21,93.21686111273964,Dwelling Fires,4
Orkney Islands,Dwelling Fires,Raw data,2020/21,17.857142857142858,Dwelling Fires,1
Perth and Kinross,Dwelling Fires,Raw data,2020/21,68.4615890988085,Dwelling Fires,1
Renfrewshire,Dwelling Fires,Raw data,2020/21,103.12726461898656,Dwelling Fires,3
Scotland,Dwelling Fires,Raw data,2020/21,85.27259421880717,Dwelling Fires,NA
Scottish Borders,Dwelling Fires,Raw data,2020/21,73.75911141964596,Dwelling Fires,2
Shetland Islands,Dwelling Fires,Raw data,2020/21,109.31351114997813,Dwelling Fires,1
South Ayrshire,Dwelling Fires,Raw data,2020/21,80.25682182985554,Dwelling Fires,3
South Lanarkshire,Dwelling Fires,Raw data,2020/21,79.48382270432018,Dwelling Fires,3
Stirling,Dwelling Fires,Raw data,2020/21,62.71258503401361,Dwelling Fires,2
West Dunbartonshire,Dwelling Fires,Raw data,2020/21,132.44283450305636,Dwelling Fires,4
West Lothian,Dwelling Fires,Raw data,2020/21,62.56120117506256,Dwelling Fires,3
Aberdeen City,Unplanned Hospital Attendances,Imputed,2009/10,22640.6719972569,Unplanned Hospital Attendances,1
Aberdeenshire,Unplanned Hospital Attendances,Imputed,2009/10,10856.457005157092,Unplanned Hospital Attendances,1
Angus,Unplanned Hospital Attendances,Imputed,2009/10,7212.408395187794,Unplanned Hospital Attendances,2
Argyll and Bute,Unplanned Hospital Attendances,Imputed,2009/10,6560.595802301964,Unplanned Hospital Attendances,2
Clackmannanshire,Unplanned Hospital Attendances,Imputed,2009/10,21946.439360514116,Unplanned Hospital Attendances,3
Dumfries and Galloway,Unplanned Hospital Attendances,Imputed,2009/10,28756.036928924073,Unplanned Hospital Attendances,3
Dundee City,Unplanned Hospital Attendances,Imputed,2009/10,18017.243663198136,Unplanned Hospital Attendances,4
East Ayrshire,Unplanned Hospital Attendances,Imputed,2009/10,30310.863909418393,Unplanned Hospital Attendances,4
East Dunbartonshire,Unplanned Hospital Attendances,Imputed,2009/10,26854.130564115956,Unplanned Hospital Attendances,1
East Lothian,Unplanned Hospital Attendances,Imputed,2009/10,20170.651945314152,Unplanned Hospital Attendances,2
East Renfrewshire,Unplanned Hospital Attendances,Imputed,2009/10,24192.45091619037,Unplanned Hospital Attendances,1
"Edinburgh, City of",Unplanned Hospital Attendances,Imputed,2009/10,20488.95084018012,Unplanned Hospital Attendances,1
Eilean Siar,Unplanned Hospital Attendances,Imputed,2009/10,21382.361174285936,Unplanned Hospital Attendances,4
Falkirk,Unplanned Hospital Attendances,Imputed,2009/10,14116.895952657202,Unplanned Hospital Attendances,3
Fife,Unplanned Hospital Attendances,Imputed,2009/10,19990.961822780424,Unplanned Hospital Attendances,3
Glasgow City,Unplanned Hospital Attendances,Imputed,2009/10,37162.30393606154,Unplanned Hospital Attendances,4
Highland,Unplanned Hospital Attendances,Imputed,2009/10,11495.6050465087,Unplanned Hospital Attendances,2
Inverclyde,Unplanned Hospital Attendances,Imputed,2009/10,37254.81003728901,Unplanned Hospital Attendances,4
Midlothian,Unplanned Hospital Attendances,Imputed,2009/10,25284.406174755783,Unplanned Hospital Attendances,2
Moray,Unplanned Hospital Attendances,Imputed,2009/10,20796.578167693635,Unplanned Hospital Attendances,2
North Ayrshire,Unplanned Hospital Attendances,Imputed,2009/10,27866.267997865485,Unplanned Hospital Attendances,4
North Lanarkshire,Unplanned Hospital Attendances,Imputed,2009/10,33655.272007124055,Unplanned Hospital Attendances,4
Orkney Islands,Unplanned Hospital Attendances,Imputed,2009/10,18689.410691076457,Unplanned Hospital Attendances,1
Perth and Kinross,Unplanned Hospital Attendances,Imputed,2009/10,16830.7122070409,Unplanned Hospital Attendances,1
Renfrewshire,Unplanned Hospital Attendances,Imputed,2009/10,34651.558475898746,Unplanned Hospital Attendances,3
Scotland,Unplanned Hospital Attendances,Imputed,2009/10,26052.34331264075,Unplanned Hospital Attendances,NA
Scottish Borders,Unplanned Hospital Attendances,Imputed,2009/10,18963.74833444881,Unplanned Hospital Attendances,2
Shetland Islands,Unplanned Hospital Attendances,Imputed,2009/10,33570.962686054925,Unplanned Hospital Attendances,1
South Ayrshire,Unplanned Hospital Attendances,Imputed,2009/10,31448.173931697296,Unplanned Hospital Attendances,3
South Lanarkshire,Unplanned Hospital Attendances,Imputed,2009/10,29314.493226260583,Unplanned Hospital Attendances,3
Stirling,Unplanned Hospital Attendances,Imputed,2009/10,23980.722325075672,Unplanned Hospital Attendances,2
West Dunbartonshire,Unplanned Hospital Attendances,Imputed,2009/10,20489.231093935326,Unplanned Hospital Attendances,4
West Lothian,Unplanned Hospital Attendances,Imputed,2009/10,25976.31942548521,Unplanned Hospital Attendances,3
Aberdeen City,Unplanned Hospital Attendances,Raw data,2010/11,22340.144723069225,Unplanned Hospital Attendances,1
Aberdeenshire,Unplanned Hospital Attendances,Raw data,2010/11,10780.73420037386,Unplanned Hospital Attendances,1
Angus,Unplanned Hospital Attendances,Raw data,2010/11,7411.836062732866,Unplanned Hospital Attendances,2
Argyll and Bute,Unplanned Hospital Attendances,Raw data,2010/11,6560.595802301964,Unplanned Hospital Attendances,2
Clackmannanshire,Unplanned Hospital Attendances,Raw data,2010/11,21342.294954217807,Unplanned Hospital Attendances,3
Dumfries and Galloway,Unplanned Hospital Attendances,Raw data,2010/11,28987.42554599603,Unplanned Hospital Attendances,3
Dundee City,Unplanned Hospital Attendances,Raw data,2010/11,18231.548678625222,Unplanned Hospital Attendances,4
East Ayrshire,Unplanned Hospital Attendances,Raw data,2010/11,30383.955559186343,Unplanned Hospital Attendances,4
East Dunbartonshire,Unplanned Hospital Attendances,Raw data,2010/11,25842.546702249336,Unplanned Hospital Attendances,1
East Lothian,Unplanned Hospital Attendances,Raw data,2010/11,20455.920919911237,Unplanned Hospital Attendances,2
East Renfrewshire,Unplanned Hospital Attendances,Raw data,2010/11,23872.3592522951,Unplanned Hospital Attendances,1
"Edinburgh, City of",Unplanned Hospital Attendances,Raw data,2010/11,20501.340596671915,Unplanned Hospital Attendances,1
Eilean Siar,Unplanned Hospital Attendances,Raw data,2010/11,21652.173913043476,Unplanned Hospital Attendances,4
Falkirk,Unplanned Hospital Attendances,Raw data,2010/11,14822.740750290062,Unplanned Hospital Attendances,3
Fife,Unplanned Hospital Attendances,Raw data,2010/11,19867.62637544469,Unplanned Hospital Attendances,3
Glasgow City,Unplanned Hospital Attendances,Raw data,2010/11,36062.40409207161,Unplanned Hospital Attendances,4
Highland,Unplanned Hospital Attendances,Raw data,2010/11,12070.385298834137,Unplanned Hospital Attendances,2
Inverclyde,Unplanned Hospital Attendances,Raw data,2010/11,37357.37946264262,Unplanned Hospital Attendances,4
Midlothian,Unplanned Hospital Attendances,Raw data,2010/11,25694.511898980087,Unplanned Hospital Attendances,2
Moray,Unplanned Hospital Attendances,Raw data,2010/11,21150.603052620343,Unplanned Hospital Attendances,2
North Ayrshire,Unplanned Hospital Attendances,Raw data,2010/11,27931.63509688657,Unplanned Hospital Attendances,4
North Lanarkshire,Unplanned Hospital Attendances,Raw data,2010/11,33807.83870584037,Unplanned Hospital Attendances,4
Orkney Islands,Unplanned Hospital Attendances,Raw data,2010/11,19361.962306254132,Unplanned Hospital Attendances,1
Perth and Kinross,Unplanned Hospital Attendances,Raw data,2010/11,16958.104395604398,Unplanned Hospital Attendances,1
Renfrewshire,Unplanned Hospital Attendances,Raw data,2010/11,34322.970639032814,Unplanned Hospital Attendances,3
Scotland,Unplanned Hospital Attendances,Raw data,2010/11,25925.03135570674,Unplanned Hospital Attendances,NA
Scottish Borders,Unplanned Hospital Attendances,Raw data,2010/11,19622.658105374263,Unplanned Hospital Attendances,2
Shetland Islands,Unplanned Hospital Attendances,Raw data,2010/11,33239.37554206418,Unplanned Hospital Attendances,1
South Ayrshire,Unplanned Hospital Attendances,Raw data,2010/11,31446.714031971584,Unplanned Hospital Attendances,3
South Lanarkshire,Unplanned Hospital Attendances,Raw data,2010/11,29516.252634267832,Unplanned Hospital Attendances,3
Stirling,Unplanned Hospital Attendances,Raw data,2010/11,22781.686208821888,Unplanned Hospital Attendances,2
West Dunbartonshire,Unplanned Hospital Attendances,Raw data,2010/11,20470.264317180616,Unplanned Hospital Attendances,4
West Lothian,Unplanned Hospital Attendances,Raw data,2010/11,26274.340858176805,Unplanned Hospital Attendances,3
Aberdeen City,Unplanned Hospital Attendances,Raw data,2011/12,21176.840780365008,Unplanned Hospital Attendances,1
Aberdeenshire,Unplanned Hospital Attendances,Raw data,2011/12,10587.02937118076,Unplanned Hospital Attendances,1
